symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
131970.KQ,131970,131970.KQ,131970.KQ,Unknown,No description,129800.0,5.96,74.1,129800.0,22066.0,0.0,1.08,,,,Strong Uptrend,5,84114.0,54.31,False,66036.0,96.56,False,49841.0,160.43,False,15.0,0
010170.KQ,010170,010170.KQ,010170.KQ,Unknown,No description,15090.0,-5.81,55.8,20150.0,536.0,-25.1,0.48,,,,Strong Uptrend,5,8586.0,75.75,False,5566.0,171.11,False,3339.0,351.93,False,51.0,0
068760.KQ,068760,068760.KQ,068760.KQ,Unknown,No description,57900.0,0.0,48.8,75700.0,45145.0,-23.5,1.27,,,,Neutral,3,62958.0,-8.03,False,62432.0,-7.26,False,56980.0,1.61,True,43.0,1
082920.KQ,082920,082920.KQ,082920.KQ,Unknown,No description,53200.0,-1.48,63.3,57800.0,11725.0,-8.0,0.6,,,,Strong Uptrend,5,32318.0,64.61,False,24789.0,114.61,False,19661.0,170.59,False,45.0,0
218410.KQ,218410,218410.KQ,218410.KQ,Unknown,No description,87800.0,-5.69,48.6,105500.0,13888.0,-16.8,1.17,,,,Strong Uptrend,5,74302.0,18.17,False,53607.0,63.78,False,39587.0,121.79,False,51.0,0
027360.KQ,027360,027360.KQ,027360.KQ,Unknown,No description,18700.0,4.12,80.6,18720.0,1900.0,-0.1,0.84,,,,Strong Uptrend,5,7805.0,139.59,False,5211.0,258.86,False,3743.0,399.6,False,15.0,0
089030.KQ,089030,089030.KQ,089030.KQ,Unknown,No description,60300.0,-2.9,59.9,71100.0,26650.0,-15.2,0.69,,,,Uptrend,4,52944.0,13.89,False,50677.0,18.99,False,45081.0,33.76,False,45.0,0
101490.KQ,101490,101490.KQ,101490.KQ,Unknown,No description,102600.0,-1.63,58.6,105100.0,32202.0,-2.4,0.67,,,,Strong Uptrend,5,90553.0,13.3,False,72197.0,42.11,False,59608.0,72.12,False,45.0,0
099320.KQ,099320,099320.KQ,099320.KQ,Unknown,No description,191500.0,3.91,57.7,214000.0,43321.0,-10.5,1.32,,,,Strong Uptrend,5,180942.0,5.84,False,129084.0,48.35,False,91077.0,110.26,False,51.0,0
347700.KQ,347700,347700.KQ,347700.KQ,Unknown,No description,39700.0,-4.45,42.1,53100.0,7320.0,-25.2,0.69,,,,Uptrend,4,42903.0,-7.47,False,27745.0,43.09,False,19154.0,107.27,False,38.0,0
458870.KQ,458870,458870.KQ,458870.KQ,Unknown,No description,51800.0,-1.33,56.1,63000.0,4090.0,-17.8,1.04,,,,Strong Uptrend,5,50310.0,2.96,False,45341.0,14.25,False,29245.0,77.12,False,51.0,0
140860.KQ,140860,140860.KQ,140860.KQ,Unknown,No description,283500.0,-1.22,59.5,306283.0,193148.0,-7.4,0.53,,,,Uptrend,4,264800.0,7.06,False,247507.0,14.54,False,253751.0,11.72,False,39.0,0
475830.KQ,475830,475830.KQ,475830.KQ,Unknown,No description,91500.0,3.62,50.0,143700.0,17010.0,-36.3,0.93,,,,Neutral,3,106095.0,-13.76,False,97008.0,-5.68,False,61014.0,49.97,False,33.0,0
080220.KQ,080220,080220.KQ,080220.KQ,Unknown,No description,54900.0,-5.99,67.1,58400.0,12400.0,-6.0,1.06,,,,Strong Uptrend,5,43507.0,26.19,False,33320.0,64.77,False,24744.0,121.87,False,25.0,0
131290.KQ,131290,131290.KQ,131290.KQ,Unknown,No description,174800.0,4.67,74.6,174800.0,36149.0,0.0,0.85,,,,Strong Uptrend,5,112072.0,55.97,False,85324.0,104.87,False,63745.0,174.22,False,15.0,0
232140.KQ,232140,232140.KQ,232140.KQ,Unknown,No description,22850.0,-2.56,64.4,23450.0,9360.0,-2.6,0.71,,,,Strong Uptrend,5,20093.0,13.72,False,17197.0,32.87,False,14299.0,59.8,False,45.0,0
417200.KQ,417200,417200.KQ,417200.KQ,Unknown,No description,26850.0,0.56,67.9,27200.0,9349.0,-1.3,0.87,,,,Strong Uptrend,5,19486.0,37.79,False,16171.0,66.04,False,13381.0,100.66,False,25.0,0
060370.KQ,060370,060370.KQ,060370.KQ,Unknown,No description,35300.0,-9.83,58.7,39150.0,15200.0,-9.8,2.3,,,,Strong Uptrend,5,30718.0,14.92,False,29827.0,18.35,False,27554.0,28.11,False,50.0,0
437730.KQ,437730,437730.KQ,437730.KQ,Unknown,No description,56300.0,-1.92,58.4,73200.0,10351.0,-23.1,1.3,,,,Uptrend,4,53057.0,6.11,False,50431.0,11.64,False,33652.0,67.3,False,45.0,0
038500.KQ,038500,038500.KQ,038500.KQ,Unknown,No description,16190.0,-0.43,51.3,20200.0,2882.0,-19.9,0.26,,,,Strong Uptrend,5,15581.0,3.91,False,9772.0,65.68,False,6469.0,150.27,False,51.0,0
290650.KQ,290650,290650.KQ,290650.KQ,Unknown,No description,70100.0,-3.18,47.3,118300.0,20384.0,-40.7,1.02,,,,Uptrend,4,80107.0,-12.49,False,69876.0,0.32,True,53242.0,31.66,False,39.0,1
085660.KQ,085660,085660.KQ,085660.KQ,Unknown,No description,17530.0,-1.41,45.4,23850.0,9870.0,-26.5,0.94,,,,Uptrend,4,19292.0,-9.13,False,16852.0,4.02,False,13975.0,25.44,False,45.0,0
095610.KQ,095610,095610.KQ,095610.KQ,Unknown,No description,86600.0,-2.15,60.3,93300.0,19762.0,-7.2,0.65,,,,Strong Uptrend,5,71412.0,21.27,False,57832.0,49.74,False,43980.0,96.91,False,45.0,0
065350.KQ,065350,065350.KQ,065350.KQ,Unknown,No description,59200.0,-0.67,49.5,82200.0,50900.0,-28.0,0.74,,,,Downtrend,2,64098.0,-7.64,False,61168.0,-3.22,False,62148.0,-4.74,False,33.0,0
281740.KQ,281740,281740.KQ,281740.KQ,Unknown,No description,24350.0,1.04,63.0,27550.0,11182.0,-11.6,1.37,,,,Strong Uptrend,5,21991.0,10.73,False,18569.0,31.13,False,15600.0,56.09,False,51.0,0
183300.KQ,183300,183300.KQ,183300.KQ,Unknown,No description,148200.0,-0.67,66.5,154900.0,54086.0,-4.3,0.85,,,,Strong Uptrend,5,118172.0,25.41,False,105620.0,40.31,False,91697.0,61.62,False,25.0,0
036830.KQ,036830,036830.KQ,036830.KQ,Unknown,No description,76900.0,8.31,73.4,76900.0,26971.0,0.0,3.45,,,,Strong Uptrend,5,53638.0,43.37,False,46704.0,64.65,False,43245.0,77.82,False,20.0,0
195940.KQ,195940,195940.KQ,195940.KQ,Unknown,No description,54500.0,0.0,62.3,57155.0,36516.0,-4.6,1.83,,,,Strong Uptrend,5,51776.0,5.26,False,51002.0,6.86,False,47620.0,14.45,False,50.0,0
445680.KQ,445680,445680.KQ,445680.KQ,Unknown,No description,94000.0,3.64,50.9,139600.0,22900.0,-32.7,0.66,,,,Neutral,3,103327.0,-9.03,False,99705.0,-5.72,False,72454.0,29.74,False,33.0,0
090710.KQ,090710,090710.KQ,090710.KQ,Unknown,No description,12800.0,-2.44,56.9,21500.0,1897.0,-40.5,0.99,,,,Uptrend,4,12874.0,-0.57,True,10206.0,25.42,False,6562.0,95.06,False,39.0,1
189300.KQ,189300,189300.KQ,189300.KQ,Unknown,No description,140100.0,-0.64,60.0,143400.0,36186.0,-2.3,0.75,,,,Strong Uptrend,5,122622.0,14.25,False,88507.0,58.29,False,68020.0,105.97,False,45.0,0
166090.KQ,166090,166090.KQ,166090.KQ,Unknown,No description,76300.0,3.95,67.4,76300.0,23600.0,0.0,2.0,,,,Strong Uptrend,5,63047.0,21.02,False,54288.0,40.55,False,42111.0,81.19,False,30.0,0
003380.KQ,003380,003380.KQ,003380.KQ,Unknown,No description,13190.0,-1.86,43.1,19469.0,5516.0,-32.3,0.9,,,,Uptrend,4,14855.0,-11.21,False,12230.0,7.85,False,10298.0,28.08,False,32.0,0
115180.KQ,115180,115180.KQ,115180.KQ,Unknown,No description,39550.0,-3.54,53.3,50900.0,8600.0,-22.3,0.59,,,,Strong Uptrend,5,37962.0,4.18,False,32928.0,20.11,False,22876.0,72.89,False,51.0,0
127120.KQ,127120,127120.KQ,127120.KQ,Unknown,No description,42300.0,-3.2,51.5,48900.0,8340.0,-13.5,1.0,,,,Strong Uptrend,5,37397.0,13.11,False,28217.0,49.91,False,21607.0,95.77,False,51.0,0
397030.KQ,397030,397030.KQ,397030.KQ,Unknown,No description,64300.0,1.74,58.6,73000.0,13610.0,-11.9,0.74,,,,Strong Uptrend,5,61365.0,4.78,False,53050.0,21.21,False,37633.0,70.86,False,51.0,0
036540.KQ,036540,036540.KQ,036540.KQ,Unknown,No description,8830.0,-11.35,63.6,9960.0,2820.0,-11.3,1.88,,,,Strong Uptrend,5,7173.0,23.1,False,5907.0,49.48,False,4672.0,89.0,False,56.0,0
222080.KQ,222080,222080.KQ,222080.KQ,Unknown,No description,18200.0,6.25,75.2,18200.0,6370.0,0.0,4.48,,,,Strong Uptrend,5,13241.0,37.45,False,10304.0,76.63,False,8732.0,108.43,False,20.0,0
048410.KQ,048410,048410.KQ,048410.KQ,Unknown,No description,14510.0,-5.72,52.5,20000.0,4395.0,-27.5,0.77,,,,Strong Uptrend,5,13948.0,4.03,False,9657.0,50.25,False,7587.0,91.25,False,51.0,0
052020.KQ,052020,052020.KQ,052020.KQ,Unknown,No description,20500.0,0.99,73.1,20500.0,5580.0,0.0,1.1,,,,Strong Uptrend,5,13339.0,53.68,False,10572.0,93.91,False,8901.0,130.31,False,15.0,0
160190.KQ,160190,160190.KQ,160190.KQ,Unknown,No description,44850.0,-2.29,55.5,85400.0,28700.0,-47.5,0.96,,,,Strong Downtrend,1,52734.0,-14.95,False,55432.0,-19.09,False,47113.0,-4.8,False,17.0,0
089970.KQ,089970,089970.KQ,089970.KQ,Unknown,No description,56900.0,1.79,70.4,57100.0,10500.0,-0.4,0.68,,,,Strong Uptrend,5,41618.0,36.72,False,34216.0,66.3,False,24110.0,136.0,False,15.0,0
137400.KQ,137400,137400.KQ,137400.KQ,Unknown,No description,58000.0,-0.68,63.0,60900.0,29997.0,-4.8,1.01,,,,Strong Uptrend,5,51055.0,13.6,False,45826.0,26.57,False,40755.0,42.31,False,45.0,0
420770.KQ,420770,420770.KQ,420770.KQ,Unknown,No description,105300.0,4.36,74.0,105300.0,23088.0,0.0,0.89,,,,Strong Uptrend,5,74412.0,41.51,False,54972.0,91.55,False,41527.0,153.57,False,15.0,0
466100.KQ,466100,466100.KQ,466100.KQ,Unknown,No description,52900.0,-2.76,55.0,75700.0,16000.0,-30.1,5.77,,,,Neutral,3,57225.0,-7.56,False,55358.0,-4.44,False,39165.0,35.07,False,33.0,0
213420.KQ,213420,213420.KQ,213420.KQ,Unknown,No description,53000.0,-2.21,56.2,55800.0,27950.0,-5.0,0.65,,,,Strong Uptrend,5,45632.0,16.15,False,42057.0,26.02,False,41116.0,28.9,False,45.0,0
007390.KQ,007390,007390.KQ,007390.KQ,Unknown,No description,20200.0,0.5,55.0,37800.0,16900.0,-46.6,0.81,,,,Strong Downtrend,0,20369.0,-0.83,True,21577.0,-6.38,False,23260.0,-13.16,False,15.0,1
014620.KQ,014620,014620.KQ,014620.KQ,Unknown,No description,47250.0,-2.17,71.5,48300.0,24750.0,-2.2,0.66,,,,Strong Uptrend,5,36158.0,30.68,False,31941.0,47.93,False,31508.0,49.96,False,15.0,0
035760.KQ,035760,035760.KQ,035760.KQ,Unknown,No description,55400.0,0.36,44.6,81800.0,52000.0,-32.3,1.35,,,,Strong Downtrend,0,63147.0,-12.27,False,63540.0,-12.81,False,66587.0,-16.8,False,8.0,0
023160.KQ,023160,023160.KQ,023160.KQ,Unknown,No description,46950.0,0.75,67.0,48500.0,17571.0,-3.2,0.42,,,,Strong Uptrend,5,34435.0,36.34,False,29231.0,60.62,False,25897.0,81.3,False,25.0,0
388720.KQ,388720,388720.KQ,388720.KQ,Unknown,No description,103000.0,-0.87,58.9,150700.0,61200.0,-31.7,1.62,,,,Neutral,3,105665.0,-2.52,False,96798.0,6.41,False,85330.0,20.71,False,38.0,0
