symbol,display_symbol,name_en,name_local,sector,description,open,high,low,close,prev_close,price,change_pct,gap_pct,candle_body_pct,candle_range_pct,upper_shadow_pct,lower_shadow_pct,candle_type,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,price_to_book,return_on_equity,revenue_growth,market_cap,target_price,upside_pct,macd,macd_signal,macd_hist,macd_state,bollinger_width_pct,bollinger_percent_b,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,near_count,chart_score,technical_score,fundamental_score,theme_score,flow_score,composite_score
ASML,ASML,ASML Holding NV,ASML 홀딩 NV,반도체 장비,EUV 노광 장비 독점 공급,1414.3,1446.57,1395.0,1438.99,1394.08,1438.99,3.22,1.45,1.75,3.65,0.54,1.36,Bullish,53.0,1523.18,661.54,-5.5,0.68,47.6,1255.27,52.2,13.2,554612162560.0,1663.23,15.6,11.5154,16.8408,-5.3254,Improving,17.04,0.557,Strong Uptrend,5,1400.2,2.77,False,1276.62,12.72,False,1051.95,36.79,False,0,75.0,73.0,61.75,91.13,67.0,73.47
QCOM,QCOM,Qualcomm Inc.,퀄컴,반도체·통신,모바일 AP·5G 모뎀 칩,171.86,186.89,163.56,179.58,156.0,179.58,15.12,10.17,4.49,13.58,4.25,4.83,Bullish,87.5,185.53,124.07,-3.2,4.24,19.3,8.36,21.5,5.0,191799541760.0,150.1,-16.4,7.22,2.8917,4.3283,Bullish,38.76,1.283,Strong Downtrend,1,136.48,31.58,False,151.95,18.18,False,154.56,16.19,False,0,17.0,58.4,71.0,100.0,64.6,55.36
NFLX,NFLX,Netflix Inc.,넷플릭스,스트리밍·미디어,글로벌 OTT 동영상 스트리밍,91.34,94.22,90.77,93.61,92.12,93.61,1.62,-0.85,2.49,3.78,0.67,0.62,Strong Bullish,45.2,133.91,75.86,-30.1,0.97,30.2,14.85,48.5,16.2,394172858368.0,114.66,22.5,-0.8395,0.2544,-1.094,Improving,22.6,0.305,Downtrend,2,91.89,1.87,True,94.3,-0.73,True,107.62,-13.02,False,2,49.33,79.6,61.75,55.34,59.0,61.25
LIN,LIN,Linde plc,린데,산업용 가스,산소·질소·수소 등 산업 가스,501.55,507.65,499.66,501.14,504.71,501.14,-0.71,-0.63,-0.08,1.59,1.22,0.3,Long Upper Doji,51.7,510.75,388.08,-1.9,1.03,34.3,6.08,17.8,5.8,232225341440.0,525.49,4.9,3.7158,3.7876,-0.0719,Bearish,4.54,0.475,Uptrend,4,491.37,1.99,True,457.71,9.49,False,459.56,9.05,False,1,71.67,60.6,58.25,63.03,53.4,63.1
ADBE,ADBE,Adobe Inc.,어도비,소프트웨어,포토샵·Acrobat·Creative Cloud,240.11,246.68,236.32,246.1,243.57,246.1,1.04,-1.42,2.49,4.31,0.24,1.58,Bullish,50.3,420.68,225.35,-41.5,0.97,14.3,8.74,58.8,12.0,99473620992.0,327.95,33.3,-1.5001,-2.5792,1.0791,Bullish,11.03,0.647,Strong Downtrend,0,253.18,-2.8,False,289.99,-15.14,False,328.39,-25.06,False,0,7.0,82.4,71.0,27.28,61.8,47.17
INTU,INTU,Intuit Inc.,인튜이트,금융 소프트웨어,TurboTax·QuickBooks·Mint,382.0,390.19,380.0,388.5,395.08,388.5,-1.67,-3.31,1.7,2.67,0.44,0.52,Bullish,44.5,801.96,350.94,-51.6,0.73,25.3,5.66,23.5,17.4,108109479936.0,594.11,52.9,-7.5974,-9.8153,2.2179,Positive,18.61,0.462,Strong Downtrend,0,413.2,-5.98,False,517.72,-24.96,False,613.97,-36.72,False,0,0.0,75.0,72.5,8.31,54.2,39.92
COST,COST,Costco Wholesale Corp.,코스트코,유통·소매,창고형 멤버십 할인마트,998.99,1017.64,996.32,1014.53,998.67,1014.53,1.59,0.03,1.56,2.13,0.31,0.27,Strong Bullish,56.9,1052.46,848.84,-3.6,1.02,52.6,27.22,29.6,21.5,450098823168.0,1072.16,5.7,3.0494,2.7659,0.2835,Bullish,6.1,0.678,Uptrend,4,996.02,1.86,True,952.36,6.53,False,957.03,6.01,False,1,71.67,86.0,60.5,73.94,64.6,72.65
PEP,PEP,PepsiCo Inc.,펩시코,식음료,펩시·게토레이·프리토레이 스낵,155.98,159.0,155.28,158.49,155.29,158.49,2.06,0.44,1.61,2.38,0.33,0.45,Strong Bullish,56.0,168.98,123.5,-6.2,1.22,24.9,10.14,43.9,8.5,216646467584.0,172.0,8.5,-0.0268,-0.2563,0.2295,Bullish,3.8,0.921,Uptrend,4,159.01,-0.33,True,151.77,4.43,False,144.47,9.7,False,1,74.67,86.0,66.75,82.42,66.6,76.27
BKNG,BKNG,Booking Holdings Inc.,부킹 홀딩스,여행·OTA,부킹닷컴·프라이스라인·카약,174.38,175.94,167.2,168.36,173.98,168.36,-3.23,0.23,-3.45,5.01,0.89,0.67,Strong Bearish,40.8,231.27,154.48,-27.2,0.93,22.2,-24.07,,16.2,130458542080.0,225.01,33.6,-0.0404,1.6031,-1.6436,Bearish,15.77,0.12,Strong Downtrend,0,173.24,-2.82,False,189.37,-11.09,False,203.28,-17.18,False,0,15.0,54.0,70.0,23.62,60.6,41.6
ISRG,ISRG,Intuitive Surgical Inc.,인튜이티브 서지컬,의료기기,다빈치 수술 로봇 시스템,452.68,458.29,449.83,457.61,453.83,457.61,0.83,-0.25,1.09,1.87,0.15,0.63,Bullish,44.9,592.85,429.59,-22.8,0.65,55.7,9.28,17.2,23.0,162068463616.0,577.01,26.1,-2.3529,-2.709,0.3561,Positive,8.98,0.373,Strong Downtrend,1,477.94,-4.25,False,517.04,-11.49,False,506.22,-9.6,False,0,27.0,75.0,57.0,50.14,67.2,52.49
MU,MU,Micron Technology Inc.,마이크론 테크놀로지,반도체·메모리,DRAM·NAND 플래시 메모리,529.74,535.5,502.58,517.16,518.46,517.16,-0.25,2.18,-2.37,6.21,1.09,2.75,Bearish,67.9,524.56,76.77,-1.4,0.84,24.4,8.05,39.8,196.3,583218888704.0,551.4,6.6,30.4362,23.2451,7.1911,Positive,42.53,0.833,Strong Uptrend,5,418.71,23.51,False,355.6,45.43,False,247.69,108.79,False,0,65.0,59.6,70.5,78.25,53.2,65.56
TXN,TXN,Texas Instruments Inc.,텍사스 인스트루먼츠,반도체,아날로그·임베디드 반도체,271.1,281.91,266.34,281.08,269.22,281.08,4.41,0.7,3.68,5.74,0.31,1.76,Bullish,77.3,282.23,152.34,-0.4,1.42,48.1,15.25,32.4,18.6,255808864256.0,274.94,-2.2,19.39,14.4987,4.8913,Positive,49.73,0.902,Strong Uptrend,5,215.03,30.72,False,197.0,42.68,False,191.82,46.53,False,0,65.0,63.0,61.75,99.66,58.6,68.41
LRCX,LRCX,Lam Research Corp.,램 리서치,반도체 장비,반도체 식각·증착 장비,252.3,258.58,248.8,257.86,248.75,257.86,3.66,1.43,2.2,3.88,0.29,1.39,Bullish,54.8,272.41,71.15,-5.3,1.15,48.7,31.8,66.8,23.8,322472214528.0,307.74,19.3,6.8958,8.7416,-1.8458,Improving,24.99,0.548,Strong Uptrend,5,235.32,9.58,False,208.67,23.57,False,159.39,61.78,False,0,68.0,76.0,65.5,91.13,70.2,73.19
AMAT,AMAT,Applied Materials Inc.,어플라이드 머티리얼즈,반도체 장비,반도체 식각·증착 장비,385.54,396.0,384.56,394.49,382.59,394.49,3.11,0.77,2.32,2.97,0.39,0.25,Strong Bullish,55.4,417.04,147.64,-5.4,0.93,40.4,14.42,38.9,-2.1,313071140864.0,424.38,7.6,9.4927,11.4301,-1.9374,Bearish,18.54,0.573,Strong Uptrend,5,363.07,8.65,False,317.59,24.21,False,252.27,56.38,False,0,68.0,71.0,50.5,91.13,63.4,68.26
SBUX,SBUX,Starbucks Corp.,스타벅스,외식·음료,글로벌 커피 프랜차이즈,105.55,105.95,103.83,105.33,105.5,105.33,-0.16,0.05,-0.21,2.01,0.38,1.42,Long Lower Doji,68.9,105.5,77.4,-0.2,1.21,80.4,-14.3,,8.8,120044601344.0,104.62,-0.7,1.9467,1.2606,0.6862,Bullish,13.23,1.048,Strong Uptrend,5,96.63,9.0,False,91.81,14.73,False,89.18,18.11,False,0,65.0,61.6,50.0,78.88,48.4,61.57
VRTX,VRTX,Vertex Pharmaceuticals,버텍스 파마슈티컬스,바이오·제약,낭성섬유증 치료제,424.27,430.95,423.88,427.38,423.24,427.38,0.98,0.24,0.73,1.67,0.84,0.09,Bullish,40.7,509.5,366.54,-16.1,1.05,27.9,5.82,22.5,9.5,108708257792.0,548.39,28.3,-6.9675,-6.5788,-0.3887,Improving,5.84,0.161,Neutral,3,457.14,-6.51,False,453.21,-5.7,False,438.77,-2.6,False,0,51.0,73.0,72.5,69.82,75.6,66.08
ADI,ADI,Analog Devices Inc.,아날로그 디바이시스,반도체,아날로그·혼성신호 반도체,393.49,402.67,391.18,402.26,389.31,402.26,3.33,1.07,2.23,2.92,0.1,0.59,Strong Bullish,70.9,403.88,190.83,-0.4,1.18,73.3,5.81,7.9,30.4,196385013760.0,393.16,-2.3,18.5058,15.9104,2.5954,Positive,28.81,0.854,Strong Uptrend,5,339.77,18.39,False,306.92,31.06,False,270.41,48.76,False,0,65.0,60.6,57.75,99.66,58.6,67.01
MDLZ,MDLZ,Mondelez International,몬델리즈,식품,오레오·리츠·토블레로네,61.05,61.81,60.8,61.44,61.04,61.44,0.66,0.02,0.64,1.65,0.61,0.41,Bullish,68.0,68.95,51.07,-10.9,1.25,30.4,3.05,10.2,8.2,78867439616.0,67.12,9.2,0.5559,0.1335,0.4225,Bullish,9.59,1.118,Neutral,3,58.11,5.73,False,56.59,8.57,False,59.61,3.07,False,0,51.0,72.4,64.0,44.06,69.2,59.73
GILD,GILD,Gilead Sciences Inc.,길리어드 사이언시스,바이오·제약,HIV·간염·항암제,127.96,132.21,127.96,130.84,128.84,130.84,1.55,-0.68,2.25,3.32,1.07,0.0,Strong Bullish,37.8,154.92,94.4,-15.5,1.24,19.3,7.15,40.7,4.7,162399092736.0,158.36,21.0,-3.0233,-2.3625,-0.6607,Improving,13.72,0.225,Uptrend,4,142.19,-7.98,False,133.41,-1.93,True,122.47,6.83,False,1,74.67,80.6,66.0,69.82,67.6,72.98
REGN,REGN,Regeneron Pharmaceuticals,리제네론,바이오·제약,아일리아·두필루맙 항체 치료제,693.08,708.44,689.0,707.06,686.36,707.06,3.02,0.98,2.02,2.8,0.2,0.59,Strong Bullish,37.9,811.29,481.15,-12.8,1.42,17.3,2.32,14.5,19.0,74127482880.0,877.73,24.1,-10.6341,-5.196,-5.4382,Bearish,10.92,-0.002,Neutral,3,761.07,-7.1,False,752.51,-6.04,False,657.96,7.46,False,0,44.0,61.0,77.5,69.82,74.8,61.9
ADP,ADP,Automatic Data Processing,자동 데이터 처리,HR·급여 소프트웨어,기업체·인사 외부소싱,212.54,215.06,210.3,211.94,215.06,211.94,-1.45,-1.17,-0.28,2.24,1.19,0.77,Bearish Rejection,59.7,318.79,188.79,-33.5,1.35,19.8,13.36,73.8,6.2,84903165952.0,256.47,21.0,-0.2364,-2.2943,2.0579,Bullish,11.65,0.987,Strong Downtrend,1,208.69,1.56,True,231.3,-8.37,False,262.88,-19.38,False,1,30.67,73.0,71.0,15.64,59.2,49.92
SNPS,SNPS,Synopsys Inc.,시놉시스,EDA 소프트웨어,반도체 설계 자동화(EDA) 툴,481.0,483.68,471.62,482.6,481.22,482.6,0.29,-0.05,0.33,2.51,0.22,1.95,Bullish Reversal,62.7,645.35,380.47,-25.2,0.81,74.2,3.02,5.5,65.5,92447834112.0,534.65,10.8,18.7314,13.5442,5.1872,Positive,33.45,0.762,Strong Downtrend,1,430.76,12.03,False,445.26,8.39,False,483.73,-0.23,True,1,38.67,76.2,57.75,32.63,64.8,53.58
CDNS,CDNS,Cadence Design Systems,캐던스 디자인,EDA 소프트웨어,반도체 설계 자동화(EDA) 툴,328.97,330.08,319.78,329.59,329.95,329.59,-0.11,-0.3,0.19,3.13,0.15,2.79,Long Lower Doji,61.4,373.37,265.66,-11.7,0.82,76.8,13.67,20.7,18.7,90997178368.0,380.01,15.3,11.6183,8.9179,2.7004,Positive,29.45,0.761,Strong Downtrend,1,295.54,11.52,False,305.82,7.77,False,319.12,3.28,False,0,27.0,72.2,56.75,32.63,65.4,48.93
PYPL,PYPL,PayPal Holdings Inc.,페이팔,핀테크·결제,온라인 결제·Venmo,49.8,50.46,49.44,50.14,50.94,50.14,-1.57,-2.24,0.68,2.05,0.64,0.72,Bullish,58.1,77.8,38.96,-35.6,0.99,9.3,2.28,25.7,3.7,45109653504.0,52.97,5.6,1.2474,1.1979,0.0495,Positive,19.26,0.661,Strong Downtrend,1,45.52,10.15,False,52.42,-4.35,False,61.39,-18.33,False,0,19.0,78.0,78.5,21.01,52.4,49.29
CSX,CSX,CSX Corporation,씨에스엑스코퍼레이션,철도·물류,미국 동부 화물 철도 운영,44.88,45.54,44.77,45.43,44.68,45.43,1.68,0.45,1.23,1.72,0.25,0.25,Strong Bullish,66.7,46.18,27.65,-1.6,0.98,27.9,6.22,23.7,1.7,84415250432.0,45.54,0.2,1.223,1.0595,0.1635,Positive,14.26,0.84,Strong Uptrend,5,41.55,9.34,False,38.71,17.36,False,36.17,25.6,False,0,65.0,70.6,61.75,91.76,58.4,69.1
MELI,MELI,MercadoLibre Inc.,메르카도리브레,이커머스·핀테크,중남미 최대 전자상거래·결제,1768.0,1810.0,1761.49,1792.63,1767.02,1792.63,1.45,0.06,1.39,2.74,0.98,0.37,Bullish,49.5,2613.63,1599.52,-31.4,0.86,45.5,13.47,36.0,44.6,90881294336.0,2434.5,35.8,12.0622,16.7112,-4.649,Bearish,10.86,0.423,Strong Downtrend,0,1807.37,-0.82,True,1940.57,-7.62,False,2162.46,-17.1,False,1,18.67,67.4,65.5,30.15,67.0,46.77
PANW,PANW,Palo Alto Networks Inc.,팔로 알토 네트웍스,사이버보안,차세대 방화벽·클라우드 보안,180.85,180.85,173.11,179.32,181.54,179.32,-1.22,-0.38,-0.85,4.28,0.0,3.43,Bearish,58.8,221.38,141.67,-19.0,0.77,99.6,13.42,16.3,14.9,145428529152.0,206.14,15.0,4.9267,3.6698,1.2569,Positive,18.91,0.762,Strong Downtrend,1,163.06,9.97,False,176.61,1.53,True,186.9,-4.06,False,1,38.67,67.6,53.25,21.37,61.4,48.5
KLAC,KLAC,KLA Corporation,KLA,반도체 장비,반도체 공정 검사·계측 장비,1682.5,1788.66,1646.0,1750.35,1816.21,1750.35,-3.63,-7.36,4.03,8.48,2.28,2.17,Bullish,53.6,1935.0,671.22,-9.5,2.2,49.7,42.0,100.7,7.2,229982568448.0,1728.59,-1.2,76.1797,83.1487,-6.969,Bearish,24.98,0.5,Strong Uptrend,5,1559.21,12.26,False,1426.66,22.69,False,1186.6,47.51,False,0,68.0,73.4,61.75,91.13,50.8,69.85
ABNB,ABNB,Airbnb Inc.,에어비앤비,여행·숙박 플랫폼,글로벌 숙박 공유 플랫폼,142.0,142.0,138.64,140.36,140.28,140.36,0.06,1.23,-1.15,2.37,0.0,1.21,Bearish,58.6,144.18,111.54,-2.6,0.61,34.8,10.31,30.2,12.0,83447562240.0,147.68,5.2,3.1234,3.0028,0.1207,Positive,19.54,0.658,Strong Uptrend,5,130.72,7.37,False,129.4,8.47,False,129.28,8.57,False,0,65.0,67.6,61.75,80.42,56.2,66.43
CRWD,CRWD,CrowdStrike Holdings Inc.,크라우드스트라이크,사이버보안,클라우드 기반 엔드포인트 보안,447.26,450.01,432.55,445.75,452.38,445.75,-1.47,-1.13,-0.34,3.9,0.61,2.95,Long Lower Doji,56.9,557.53,350.25,-20.0,0.73,,25.5,-4.1,23.3,113048485888.0,491.72,10.3,12.2014,9.1367,3.0647,Positive,23.73,0.692,Strong Downtrend,1,412.22,8.13,False,450.43,-1.04,True,461.05,-3.32,False,1,38.67,74.2,50.0,21.37,61.8,49.54
MRVL,MRVL,Marvell Technology Inc.,마벨 테크놀로지,반도체,데이터센터·5G 반도체,160.47,165.61,156.36,165.15,156.57,165.15,5.48,2.49,2.92,5.76,0.29,2.56,Bullish,76.9,165.56,56.16,-0.2,0.66,53.8,9.78,19.2,22.1,144416768000.0,128.36,-22.3,16.3961,15.5734,0.8227,Positive,57.04,0.829,Strong Uptrend,5,103.22,60.0,False,94.38,74.98,False,84.72,94.94,False,0,65.0,54.0,57.0,99.66,55.4,64.89
FTNT,FTNT,Fortinet Inc.,포티넷,사이버보안,FortiGate 네트워크 보안,85.0,85.22,82.43,84.31,86.11,84.31,-2.09,-1.29,-0.81,3.28,0.26,2.21,Bearish,53.5,108.69,74.39,-22.4,1.05,34.8,50.61,135.7,14.8,62382956544.0,89.43,6.1,1.076,0.7149,0.3611,Positive,13.34,0.643,Neutral,3,82.09,2.7,False,81.33,3.66,False,86.55,-2.59,False,0,51.0,70.6,61.75,21.37,57.4,54.25
MNST,MNST,Monster Beverage Corp.,몬스터 비버리지,음료,에너지 음료 브랜드,77.19,77.93,76.7,77.07,76.89,77.07,0.23,0.39,-0.16,1.59,0.96,0.48,Long Upper Doji,54.5,86.66,58.65,-11.1,1.04,39.7,9.13,26.8,17.6,75367219200.0,85.46,10.9,0.4392,0.1613,0.2779,Positive,8.24,0.707,Neutral,3,77.62,-0.71,True,76.71,0.47,True,70.3,9.63,False,2,69.33,71.2,61.75,66.35,64.0,67.3
MAR,MAR,Marriott International,매리어트 인터내셔널,호텔·숙박,글로벌 호텔 체인,357.96,363.26,355.1,361.69,353.95,361.69,2.19,1.13,1.04,2.28,0.44,0.8,Bullish,56.2,378.72,236.35,-4.5,1.45,38.0,-25.5,,6.3,95842263040.0,371.88,2.8,6.9658,8.7273,-1.7615,Bearish,15.12,0.551,Strong Uptrend,5,342.29,5.67,False,323.97,11.64,False,294.73,22.72,False,0,65.0,73.4,60.0,95.33,63.6,70.51
KDP,KDP,Keurig Dr Pepper Inc.,큐리그 닥터페퍼,음료,커피 캡슐·닥터페퍼 음료,28.97,29.58,28.97,29.4,28.93,29.4,1.62,0.14,1.48,2.11,0.62,0.0,Strong Bullish,68.1,34.3,24.87,-14.3,0.83,21.8,1.57,6.3,9.4,40000446464.0,33.25,13.1,0.5742,0.1937,0.3805,Bullish,20.08,0.958,Neutral,3,27.64,6.37,False,27.51,6.87,False,28.77,2.19,False,0,51.0,65.0,68.25,66.35,66.0,61.75
ORLY,ORLY,O'Reilly Automotive Inc.,오라일리 오토모티브,자동차 부품 소매,자동차 부품·액세서리 소매,96.01,99.8,95.83,99.4,91.69,99.4,8.41,4.71,3.53,4.13,0.42,0.19,Strong Bullish,69.0,107.82,87.3,-7.8,2.44,33.5,-109.59,,7.8,83345612800.0,105.75,6.4,0.5602,0.2739,0.2863,Bullish,7.4,1.395,Strong Downtrend,1,92.83,7.08,False,94.51,5.17,False,96.16,3.37,False,0,27.0,66.0,60.0,90.87,72.6,57.49
PCAR,PCAR,PACCAR Inc.,PACCAR,상용차·트럭,Kenworth·Peterbilt 트럭,118.46,120.2,118.12,118.8,118.14,118.8,0.56,0.27,0.29,1.76,1.18,0.29,Bullish,42.1,129.48,86.5,-8.2,0.91,25.3,3.24,13.1,-8.9,62512562176.0,128.2,7.9,0.4717,1.4,-0.9283,Bearish,12.17,0.163,Uptrend,4,122.03,-2.65,False,116.12,2.31,False,105.67,12.43,False,0,63.0,64.4,57.75,71.92,61.4,63.48
CTAS,CTAS,Cintas Corporation,신타스,기업 서비스,유니폼 렌탈·시설 관리,173.7,175.43,173.12,174.71,173.95,174.71,0.44,-0.14,0.58,1.33,0.41,0.33,Bullish,43.7,226.13,165.71,-22.7,0.68,36.9,14.59,41.3,8.9,69899223040.0,212.41,21.6,-1.8413,-2.2906,0.4493,Positive,4.87,0.437,Strong Downtrend,0,185.97,-6.05,False,186.88,-6.51,False,198.38,-11.93,False,0,8.0,75.0,61.75,23.08,64.4,43.4
CEG,CEG,Constellation Energy Corp.,컨스텔레이션 에너지,원자력·전력,미국 최대 원자력 발전 운영,301.86,313.49,301.0,313.0,297.0,313.0,5.39,1.64,3.69,4.14,0.16,0.28,Strong Bullish,57.6,402.95,222.31,-22.3,0.71,42.3,6.73,16.4,12.9,113398226944.0,370.58,18.4,2.9676,0.1946,2.773,Bullish,17.94,0.901,Strong Downtrend,1,296.41,5.6,False,317.77,-1.5,True,323.03,-3.1,False,1,38.67,77.0,58.25,69.73,71.6,60.12
DXCM,DXCM,DexCom Inc.,덱스컴,의료기기,연속혈당측정기(CGM) 시스템,58.03,59.64,57.58,59.55,57.56,59.55,3.46,0.82,2.62,3.55,0.16,0.78,Strong Bullish,38.8,89.53,54.84,-33.5,1.25,28.5,8.35,34.5,13.1,22978736128.0,86.88,45.9,-1.6525,-1.3697,-0.2828,Improving,13.15,0.144,Strong Downtrend,1,66.65,-10.65,False,66.41,-10.33,False,72.1,-17.41,False,0,12.0,77.6,66.75,50.14,72.2,51.09
CHTR,CHTR,Charter Communications,차터 커뮤니케이션스,통신·케이블,케이블 TV·인터넷 서비스,158.71,168.0,158.0,165.17,158.65,165.17,4.11,0.04,4.07,6.3,1.78,0.45,Bullish,28.4,427.25,158.65,-61.3,2.08,4.5,1.24,27.5,-1.0,23318431744.0,249.25,50.9,-12.4266,-4.2231,-8.2035,Bearish,51.84,0.058,Downtrend,2,222.13,-25.64,False,212.71,-22.35,False,264.27,-37.5,False,0,16.0,59.4,72.25,72.77,73.6,52.38
WDAY,WDAY,Workday Inc.,워크데이,기업용 소프트웨어,클라우드 HR·재무 관리,120.31,122.55,117.68,122.4,122.43,122.4,-0.02,-1.73,1.74,4.05,0.12,2.19,Bullish Reversal,46.4,274.71,112.5,-55.4,1.11,47.1,4.06,8.2,14.5,31462797312.0,179.22,46.4,-3.0563,-3.7844,0.7281,Bullish,18.27,0.503,Strong Downtrend,0,133.78,-8.51,False,172.07,-28.87,False,204.4,-40.12,False,0,0.0,85.6,59.0,19.86,61.4,42.32
