symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
AKAM,AKAM,"Akamai Technologies, Inc.","아카마이 테크놀로지스, Inc.",기술,"Akamai Technologies, Inc.는 미국 세인트에서 보안, 전송, 클라우드 컴퓨팅 솔루션을 제공합니다.",95.43,-0.52,41.6,119.15,70.53,-19.9,0.57,31.1,112.28,17.7,Uptrend,4,103.05,-7.39,False,95.82,-0.41,True,86.35,10.52,False,54.0,1
A,A,"Agilent Technologies, Inc.","애질런트 테크놀로지스, Inc.",헬스케어,"Agilent Technologies, Inc.는 생명 과학, 진단 및 응용 화학 분야에 응용 중심 솔루션을 제공합니다.",114.87,-0.65,44.7,156.56,104.38,-26.6,1.17,25.4,160.69,39.9,Strong Downtrend,1,118.97,-3.45,False,130.9,-12.25,False,126.83,-9.43,False,43.0,0
APD,APD,"Air Products and Chemicals, Inc.","에어 프로덕츠 앤 케미칼스, Inc.",원자재,"Air Products and Chemicals, Inc.는 대기 가스, 공정 및 특수 가스, 장비 및 관련 서비스를 제공합니다.",303.35,0.32,64.5,303.65,227.66,-0.1,0.65,,317.57,4.7,Uptrend,4,285.86,6.12,False,268.82,12.85,False,271.52,11.72,False,36.0,0
ALGN,ALGN,Align Technology Inc.,얼라인 테크놀로지,의료기기,인비절라인 투명 치아교정기,177.28,-4.02,45.1,207.19,124.88,-14.4,1.71,31.4,206.86,16.7,Uptrend,4,179.93,-1.47,True,167.77,5.67,False,163.18,8.64,False,66.0,1
GOOGL,GOOGL,Alphabet Inc. (A),알파벳(구글) A,인터넷·광고,구글 검색·YouTube·GCP,349.78,-0.16,71.1,350.34,150.86,-0.2,1.07,32.3,378.5,8.2,Uptrend,4,313.29,11.65,False,312.62,11.89,False,260.3,34.38,False,9.0,0
GOOG,GOOG,Alphabet Inc. (C),알파벳(구글) C,인터넷·광고,구글 검색·YouTube·GCP,347.5,-0.29,71.3,348.52,152.27,-0.3,1.01,32.2,364.0,4.7,Neutral,3,312.45,11.22,False,312.51,11.2,False,260.67,33.31,False,0.0,0
ALB,ALB,Albemarle Corporation,앨버말 코퍼레이션,원자재,"Albemarle Corporation은 전 세계적으로 에너지 저장 솔루션을 제공합니다. 에너지 저장, S의 세 가지 부문을 통해 운영됩니다.",186.9,-6.33,51.0,215.62,54.14,-13.3,0.89,,197.47,5.7,Strong Uptrend,5,175.32,6.61,False,157.74,18.49,False,116.48,60.46,False,51.0,0
ARE,ARE,"Alexandria Real Estate Equities, Inc.","알렉산드리아 부동산 주식, Inc.",부동산·리츠,"S&P 500 기업인 Alexandria Real Estate Equities, Inc.는 동급 최고의 사명 중심 생명과학 REIT로서",40.41,-11.3,32.5,83.51,40.41,-51.6,2.31,,57.43,42.1,Strong Downtrend,0,49.07,-17.65,False,49.79,-18.84,False,61.38,-34.16,False,23.0,0
LNT,LNT,Alliant Energy Corporation,얼라이언트 에너지 코퍼레이션,유틸리티,Alliant Energy Corporation은 규제된 전기 및 천연가스 서비스를 제공하는 유틸리티 지주 회사로 운영됩니다.,72.46,0.06,54.0,73.72,58.14,-1.7,0.85,23.1,77.09,6.4,Strong Uptrend,5,71.01,2.04,False,68.45,5.86,False,65.78,10.16,False,48.0,0
ALLE,ALLE,Allegion plc,Allegion PLC,산업재,Allegion plc는 전 세계적으로 보안 제품 및 솔루션을 제공하고 있습니다. 두 개의 세그먼트를 통해 운영되고 있습니다.,137.86,-7.1,38.0,179.09,134.79,-23.0,3.09,18.6,173.17,25.6,Strong Downtrend,0,152.85,-9.81,False,157.58,-12.51,False,158.63,-13.09,False,46.0,0
ALL,ALL,The Allstate Corporation,올스테이트 코퍼레이션,금융 서비스,"Allstate Corporation은 자회사와 함께 재산, 상해 및 기타 보험 상품을 제공합니다.",216.4,1.03,57.0,218.23,188.16,-0.8,0.97,5.7,240.0,10.9,Strong Uptrend,5,208.96,3.56,False,206.3,4.9,False,202.61,6.81,False,61.0,0
AMZN,AMZN,Amazon.com Inc.,아마존,이커머스·클라우드,온라인 쇼핑·AWS 클라우드,259.7,-0.54,73.7,263.99,184.42,-1.6,0.92,36.2,283.82,9.3,Neutral,3,220.34,17.86,False,227.34,14.23,False,224.37,15.75,False,3.0,0
AMCR,AMCR,Amcor plc,암코 PLC,경기 소비재,"Amcor plc는 자회사와 함께 유럽, 북아메리카에서 포장 제품의 생산 및 판매에 참여합니다.",38.54,-1.31,38.5,49.92,38.11,-22.8,1.04,29.0,50.22,30.3,Downtrend,2,43.21,-10.81,False,42.46,-9.23,False,43.02,-10.41,False,49.0,0
MO,MO,"Altria Group, Inc.","알트리아 그룹, Inc.",필수 소비재,"Altria Group, Inc.는 자회사를 통해 미국에서 흡연 가능 및 경구용 담배 제품을 제조 및 판매합니다.",67.8,2.73,60.0,68.55,52.63,-1.1,1.07,16.5,65.58,-3.3,Strong Uptrend,5,65.7,3.2,False,61.46,10.32,False,60.44,12.18,False,42.0,0
AXP,AXP,American Express Company,아메리칸 익스프레스 회사,금융 서비스,American Express Company는 자회사와 함께 미국에서 통합 결제 회사로 운영됩니다.,315.9,-0.92,48.6,382.83,262.2,-17.5,2.07,19.7,361.8,14.5,Strong Downtrend,1,319.45,-1.11,True,342.24,-7.7,False,328.61,-3.87,False,49.0,1
AEP,AEP,American Electric Power,아메리칸 일렉트릭 파워,전력·유틸리티,미국 중부·남부 전력 공급,135.59,0.38,59.6,137.15,96.26,-1.1,0.99,20.4,141.38,4.3,Strong Uptrend,5,130.41,3.97,False,123.82,9.51,False,115.4,17.5,False,45.0,0
AEE,AEE,Ameren Corporation,아메렌 코퍼레이션,유틸리티,Ameren Corporation은 자회사와 함께 미국에서 공공 유틸리티 지주 회사로 운영됩니다. 티,112.2,0.26,54.6,114.32,91.67,-1.9,0.7,21.0,120.53,7.4,Strong Uptrend,5,109.75,2.23,False,105.29,6.56,False,101.51,10.53,False,48.0,0
AMT,AMT,American Tower Corporation,아메리칸 타워 코퍼레이션,부동산·리츠,American Tower Corporation은 세계 최대의 부동산 투자 신탁 중 하나입니다. 선도적인 독립 소유자입니다.,178.4,1.77,52.1,225.84,165.62,-21.0,1.42,33.0,215.45,20.8,Downtrend,2,178.75,-0.2,True,177.02,0.78,True,188.6,-5.41,False,53.0,2
AIG,AIG,"American International Group, Inc.","아메리칸 인터내셔널 그룹, Inc.",금융 서비스,"American International Group, Inc.는 기업, 기관 및 개인 고객을 위한 보험 상품을 제공합니다.",74.16,0.04,38.8,86.08,71.47,-13.8,2.28,13.7,86.45,16.6,Strong Downtrend,1,76.79,-3.42,False,77.26,-4.01,False,78.55,-5.59,False,44.0,0
AWK,AWK,"American Water Works Company, Inc.","아메리칸 워터 웍스 컴퍼니(American Water Works Company, Inc.)",유틸리티,"American Water Works Company, Inc.는 자회사를 통해 미국에서 물 및 폐수 서비스를 제공합니다.",132.67,0.54,46.9,145.54,122.12,-8.8,0.52,23.3,139.45,5.1,Downtrend,2,133.42,-0.56,True,131.43,0.94,True,134.95,-1.69,True,42.0,3
AMP,AMP,"Ameriprise Financial, Inc.","아메리프라이즈 파이낸셜, Inc.",금융 서비스,"Ameriprise Financial, Inc.는 자회사와 함께 다양한 금융 서비스 회사로 운영됩니다.",475.35,-0.53,60.5,543.89,430.4,-12.6,0.6,11.8,538.45,13.3,Strong Downtrend,1,465.6,2.09,False,473.47,0.4,True,488.03,-2.6,False,44.0,1
ADI,ADI,Analog Devices Inc.,아날로그 디바이시스,반도체,아날로그·혼성신호 반도체,383.26,-2.38,64.5,403.88,189.77,-5.1,1.19,70.2,393.16,2.6,Strong Uptrend,5,337.02,13.72,False,304.18,26.0,False,268.98,42.49,False,37.0,0
APH,APH,Amphenol Corporation,암페놀 주식회사,기술,"Am페놀 Corporation은 자회사와 함께 전기, 전자 및 FIB를 설계, 제조 및 판매합니다.",143.72,-3.31,52.4,165.92,75.35,-13.4,1.37,43.0,169.78,18.1,Neutral,3,138.83,3.52,False,139.36,3.13,False,123.76,16.13,False,51.0,0
AME,AME,"AMETEK, Inc.","AMETEK, Inc.",산업재,"AMETEK, Inc.는 미국에서 전자 기기(EIG) 및 전자 기계(EMG) 장치를 제조 및 판매합니다.",228.95,-1.73,51.3,241.08,165.21,-5.0,1.72,35.7,250.0,9.2,Strong Uptrend,5,226.56,1.05,True,215.47,6.26,False,198.92,15.1,False,54.0,1
AON,AON,Aon plc,에이온 PLC,금융 서비스,"Aon plc는 미국, 기타 미주 지역, 영국, 아일랜드에서 전문 서비스 회사로 운영되고 있습니다.",321.68,-0.65,46.5,375.37,309.97,-14.3,0.68,18.9,389.95,21.2,Strong Downtrend,0,326.52,-1.48,True,336.94,-4.53,False,347.61,-7.46,False,44.0,1
AMGN,AMGN,Amgen Inc.,암젠 주식회사,헬스케어,"Amgen Inc.는 전 세계적으로 인체 치료제를 발견, 개발, 제조 및 제공합니다. 회사의 주요 제품",339.57,-0.18,38.7,388.16,254.3,-12.5,0.96,23.9,352.73,3.9,Uptrend,4,360.36,-5.77,False,344.81,-1.52,True,314.26,8.05,False,42.0,1
APA,APA,APA Corporation,아파코퍼레이션,에너지,"APA Corporation은 천연가스, 원유 및 천연가스를 탐사, 개발, 생산하는 독립 에너지 기업입니다.",38.65,0.57,53.8,44.09,14.86,-12.3,0.73,9.7,41.41,7.1,Strong Uptrend,5,34.32,12.62,False,29.45,31.24,False,24.82,55.72,False,61.0,0
AAPL,AAPL,Apple Inc.,애플,소비자 전자기기,아이폰·맥·서비스 생태계,270.71,1.16,58.3,285.92,194.68,-5.3,0.79,34.3,297.71,10.0,Uptrend,4,262.3,3.21,False,265.38,2.01,False,245.47,10.28,False,39.0,0
APO,APO,"Apollo Global Management, Inc.","아폴로 글로벌 매니지먼트, Inc.",금융 서비스,"Apollo Global Management, Inc.는 신용, 사모 펀드, 인프라 투자를 전문으로 하는 사모 펀드 회사입니다.",123.57,0.19,60.9,154.24,100.3,-19.9,0.61,22.3,139.06,12.5,Strong Downtrend,1,115.8,6.71,False,126.99,-2.69,False,131.11,-5.75,False,36.0,0
AMAT,AMAT,Applied Materials Inc.,어플라이드 머티리얼즈,반도체 장비,반도체 식각·증착 장비,381.11,-5.87,49.9,417.04,147.64,-8.6,1.9,39.0,422.97,11.0,Strong Uptrend,5,360.89,5.6,False,315.02,20.98,False,250.47,52.16,False,56.0,0
APP,APP,Applovin Corporation,앱러빈,모바일 광고·AI,AI 기반 모바일 광고 플랫폼,449.03,-2.45,51.2,733.6,269.31,-38.8,0.65,44.8,639.36,42.4,Downtrend,2,434.44,3.36,False,527.72,-14.91,False,497.72,-9.78,False,47.0,0
ACGL,ACGL,Arch Capital Group Ltd.,아치 캐피털 그룹(주),금융 서비스,"Arch Capital Group Ltd.는 자회사와 함께 보험, 재보험, 모기지 보험 상품을 제공합니다.",97.06,0.74,51.5,101.98,84.72,-4.8,0.96,8.4,109.11,12.4,Strong Uptrend,5,96.96,0.1,True,95.07,2.09,False,92.66,4.75,False,65.0,1
APTV,APTV,Aptiv PLC,앱티브 PLC,경기 소비재,산업 기술 기업인 Aptiv PLC는 자동차 및 기타 산업을 지원하는 하드웨어 및 소프트웨어 솔루션을 제공합니다.,59.12,-1.58,35.5,88.67,56.28,-33.3,0.77,78.8,85.65,44.9,Strong Downtrend,0,70.37,-15.99,False,74.6,-20.75,False,74.88,-21.05,False,23.0,0
ADM,ADM,Archer-Daniels-Midland Company,아처-다니엘스-미들랜드 회사,필수 소비재,Archer-Daniels-Midland Company는 미국 Switz에서 인간 및 동물 영양 성분과 솔루션을 제공합니다.,72.8,3.2,59.5,73.83,45.85,-1.4,1.21,32.6,66.6,-8.5,Strong Uptrend,5,69.36,4.96,False,64.68,12.55,False,60.2,20.93,False,35.0,0
ANET,ANET,"Arista Networks, Inc.","아리스타 네트웍스, Inc.",기술,"Arista Networks, Inc.는 데이터 기반 클라이언트-클라우드 네트워킹 솔루션의 개발, 마케팅 및 판매에 참여합니다.",165.29,-4.16,60.4,177.73,78.31,-7.0,0.92,60.3,179.75,8.7,Strong Uptrend,5,140.36,17.76,False,135.78,21.73,False,129.84,27.3,False,40.0,0
ARES,ARES,Ares Management Corporation,아레스 매니지먼트 코퍼레이션,금융 서비스,Ares Management Corporation은 대체 자산 관리자로 운영됩니다. Direct Lending Group 부문은 금융 서비스를 제공합니다.,113.01,0.74,50.6,187.77,95.2,-39.8,0.7,66.1,144.29,27.7,Strong Downtrend,0,114.54,-1.34,True,136.63,-17.29,False,151.49,-25.4,False,34.0,1
AJG,AJG,Arthur J. Gallagher & Co.,아서 J. 갤러거 앤 컴퍼니,금융 서비스,"Arthur J. Gallagher & Co.는 자회사와 함께 보험 및 재보험 중개, 컨설팅 및 서비스를 제공합니다.",213.42,-0.76,42.6,345.35,204.17,-38.2,0.76,37.2,271.42,27.2,Strong Downtrend,0,218.88,-2.49,False,235.35,-9.32,False,269.52,-20.81,False,28.0,0
AIZ,AIZ,"Assurant, Inc.",어슈어런트(주),금융 서비스,"Assurant, Inc.는 북미, 라틴 아메리카에서 연결된 장치, 가정 및 자동차에 대한 보호 서비스를 제공합니다.",235.4,1.15,69.9,242.33,182.42,-2.9,1.15,13.9,260.0,10.5,Neutral,3,223.9,5.14,False,227.13,3.64,False,214.52,9.73,False,26.0,0
ADP,ADP,Automatic Data Processing,자동 데이터 처리,HR·급여 소프트웨어,기업체·인사 외부소싱,199.17,0.98,45.2,318.79,188.79,-37.5,1.25,19.1,256.47,28.8,Strong Downtrend,0,209.55,-4.95,False,232.01,-14.15,False,263.64,-24.45,False,42.0,0
ATO,ATO,Atmos Energy Corporation,애트모스 에너지 코퍼레이션,유틸리티,Atmos Energy Corporation은 자회사와 함께 규제된 천연가스 유통 및 파이프라인 사업에 참여하고 있습니다.,187.13,0.81,53.3,192.29,148.94,-2.7,0.43,24.4,189.45,1.2,Strong Uptrend,5,182.86,2.34,False,176.05,6.29,False,167.96,11.41,False,45.0,0
ADSK,ADSK,"Autodesk, Inc.","오토데스크, Inc.",기술,"Autodesk, Inc.는 전 세계적으로 3D 디자인, 엔지니어링 및 엔터테인먼트 기술 솔루션을 제공하고 있습니다. 그만큼",234.85,-0.08,46.6,326.79,218.45,-28.1,0.89,44.8,325.55,38.6,Strong Downtrend,0,240.03,-2.16,False,264.73,-11.29,False,284.31,-17.4,False,41.0,0
T,T,AT&T Inc.,AT&T 주식회사,커뮤니케이션 서비스,AT&T Inc.는 전 세계적으로 통신 및 기술 서비스를 제공합니다. 두 가지 부문을 통해 운영됩니다.,26.06,2.12,43.7,28.8,22.76,-9.5,0.76,8.6,30.37,16.5,Neutral,3,27.37,-4.79,False,25.78,1.09,True,26.28,-0.84,True,56.0,2
AZO,AZO,"AutoZone, Inc.",오토존(주),경기 소비재,"AutoZone, Inc.는 미국에서 자동차 교체 부품 및 액세서리의 소매업체 및 유통업체로 운영되고 있습니다.",3563.09,0.02,53.5,4354.54,3244.92,-18.2,1.78,24.9,4204.74,18.0,Strong Downtrend,0,3581.7,-0.52,True,3602.4,-1.09,True,3761.35,-5.27,False,49.0,2
AVB,AVB,"AvalonBay Communities, Inc.","AvalonBay 커뮤니티, Inc.",부동산·리츠,"S&P 500의 회원인 AvalonBay Communities, Inc.는 지분 REIT입니다. 회사는 개발하고, 재개발하고, 인수하고 사람을 만듭니다.",183.5,5.29,71.5,204.23,159.04,-10.2,1.52,24.8,193.75,5.6,Strong Downtrend,1,170.9,7.37,False,173.49,5.77,False,181.62,1.04,True,9.0,1
BKR,BKR,Baker Hughes Company,베이커 휴즈,에너지 서비스,유전 굴착·서비스·LNG 설비,67.67,-1.04,66.2,68.94,34.7,-1.8,0.97,21.6,68.62,1.4,Strong Uptrend,5,61.19,10.59,False,55.02,22.99,False,48.82,38.61,False,25.0,0
AVY,AVY,Avery Dennison Corporation,에이버리 데니슨 코퍼레이션,경기 소비재,Avery Dennison Corporation은 North Ame에서 재료 과학 및 디지털 식별 솔루션 회사로 운영되고 있습니다.,166.49,0.92,43.0,196.48,155.86,-15.3,1.59,18.9,205.0,23.1,Neutral,3,178.17,-6.56,False,178.16,-6.55,False,174.33,-4.5,False,56.0,0
AXON,AXON,"Axon Enterprise, Inc.","액슨 엔터프라이즈, Inc.",산업재,"Axon Enterprise, Inc.는 미국 및 국제적으로 공공 안전 기술 솔루션을 제공합니다. 회사",406.31,0.92,46.3,870.97,345.94,-53.3,0.67,265.6,707.96,74.2,Strong Downtrend,0,452.12,-10.13,False,514.5,-21.03,False,633.16,-35.83,False,26.0,0
BAC,BAC,Bank of America Corporation,뱅크 오브 아메리카 코퍼레이션,금융 서비스,Bank of America Corporation은 자회사를 통해 개인에게 다양한 금융 상품과 서비스를 제공합니다.,52.66,0.06,57.0,56.93,38.9,-7.5,0.46,13.1,62.8,19.3,Neutral,3,50.99,3.28,False,52.2,0.88,True,49.86,5.62,False,56.0,1
BALL,BALL,Ball Corporation,볼 코퍼레이션,경기 소비재,"Ball Corporation은 음료, 개인 위생용품, 가정용품 산업에 알루미늄 포장 제품을 공급합니다.",61.43,0.59,47.3,67.56,46.08,-9.1,1.47,18.6,70.86,15.4,Uptrend,4,62.9,-2.34,False,57.15,7.49,False,54.86,11.98,False,58.0,0
BAX,BAX,Baxter International Inc.,박스터 인터내셔널 주식회사,헬스케어,Baxter International Inc.는 자회사를 통해 미국에서 의료 제품 포트폴리오를 제공합니다. 티,17.94,-2.97,50.5,31.47,15.8,-43.0,1.47,,22.12,23.3,Strong Downtrend,0,18.62,-3.65,False,18.84,-4.78,False,22.41,-19.95,False,23.0,0
BRK-B,BRK-B,Berkshire Hathaway Inc.,버크셔 해서웨이 Inc.,금융 서비스,"Berkshire Hathaway Inc.는 자회사와 함께 보험, 화물 철도 운송 및 유틸리티 분야에 종사하고 있습니다.",478.16,1.13,51.5,539.8,459.11,-11.4,1.06,15.4,524.0,9.6,Strong Downtrend,1,486.57,-1.73,True,491.98,-2.81,False,490.39,-2.49,False,38.0,1
BDX,BDX,"Becton, Dickinson and Company","벡톤, 디킨슨 앤 컴퍼니",헬스케어,"Becton, Dickinson and Company는 의료 용품, 장치, 실험실 장비 및 직경을 개발, 제조 및 판매합니다.",149.52,-0.47,32.2,184.21,126.85,-18.8,0.79,24.5,191.46,28.0,Neutral,3,163.06,-8.3,False,157.88,-5.3,False,149.52,0.0,True,53.0,1
BBY,BBY,"Best Buy Co., Inc.",베스트바이(주),경기 소비재,"Best Buy Co., Inc.는 미국, 캐나다 및 국제적으로 기술 제품과 솔루션을 제공합니다. 컴파",59.11,-0.27,36.4,81.66,59.11,-27.6,0.85,11.7,72.5,22.7,Strong Downtrend,0,63.64,-7.12,False,67.16,-11.99,False,68.57,-13.8,False,33.0,0
BX,BX,Blackstone Inc.,블랙스톤 주식회사,금융 서비스,"블랙스톤주식회사는 사모펀드, 벤처캐피털, 부동산 전문 대체자산운용사입니다.",121.52,0.96,51.3,184.87,102.12,-34.3,0.78,31.2,143.7,18.3,Strong Downtrend,1,119.13,2.01,False,133.85,-9.21,False,145.44,-16.45,False,33.0,0
BIIB,BIIB,Biogen Inc.,바이오젠,바이오·제약,알츠하이머·MS 신경계 치료제,183.38,1.5,51.0,201.18,116.82,-8.8,0.63,20.8,212.36,15.8,Uptrend,4,185.68,-1.24,True,179.46,2.18,False,157.87,16.16,False,58.0,1
TECH,TECH,Bio-Techne Corporation,바이오테크네(주),헬스케어,"Bio-Techne Corporation은 자회사와 함께 생명 과학 시약, 기기를 개발, 제조 및 판매합니다.",53.51,-2.9,44.0,71.28,46.47,-24.9,0.8,101.0,72.27,35.1,Strong Downtrend,1,56.58,-5.43,False,59.38,-9.89,False,56.67,-5.58,False,35.0,0
XYZ,XYZ,"Block, Inc.",주식회사 블록,기술,"Block, Inc.는 자회사들과 함께 상거래 및 금융 상품 및 서비스에 중점을 둔 생태계를 구축합니다.",69.54,-2.44,58.5,81.11,46.53,-14.3,0.85,33.1,86.45,24.3,Downtrend,2,60.85,14.28,False,62.86,10.63,False,67.4,3.18,False,45.0,0
BLK,BLK,"BlackRock, Inc.","블랙록, Inc.",금융 서비스,"BlackRock, Inc.는 공개 투자 관리자입니다. 회사는 주로 기관, 기관 간 서비스를 제공합니다.",1049.76,-0.67,58.1,1190.14,895.29,-11.8,0.45,26.4,1254.12,19.5,Strong Downtrend,1,1019.8,2.94,False,1045.86,0.37,True,1059.69,-0.94,True,50.0,2
BKNG,BKNG,Booking Holdings Inc.,부킹 홀딩스,여행·OTA,부킹닷컴·프라이스라인·카약,173.38,-2.33,45.1,231.27,154.48,-25.0,1.38,26.2,231.46,33.5,Strong Downtrend,0,174.03,-0.37,True,189.8,-8.65,False,203.59,-14.84,False,48.0,1
BK,BK,The Bank of New York Mellon Corporation,뉴욕 멜론 은행 은행,금융 서비스,Bank of New York Mellon Corporation은 미국과 해외에서 다양한 금융 상품과 서비스를 제공합니다.,133.54,-0.69,65.6,137.37,77.45,-2.8,0.51,16.6,141.96,6.3,Strong Uptrend,5,121.68,9.75,False,118.06,13.11,False,108.15,23.48,False,32.0,0
BSX,BSX,Boston Scientific Corporation,보스턴 사이언티픽 코퍼레이션,헬스케어,"Boston Scientific Corporation은 다양한 중재 요법에 사용되는 의료 기기를 개발, 제조 및 판매합니다.",58.45,-2.5,36.0,108.14,58.45,-45.9,0.87,24.5,85.91,47.0,Strong Downtrend,0,69.79,-16.25,False,83.09,-29.65,False,92.82,-37.03,False,27.0,0
AVGO,AVGO,Broadcom Inc.,브로드컴,반도체,네트워크·스토리지·AI 맞춤칩,399.83,-4.39,62.3,422.76,189.63,-5.4,1.13,77.8,475.49,18.9,Uptrend,4,341.55,17.06,False,347.14,15.18,False,322.61,23.94,False,46.0,0
BA,BA,The Boeing Company,보잉사,산업재,"Boeing Company는 자회사와 함께 콤메를 설계, 개발, 제조, 판매, 서비스 및 지원합니다.",230.72,-0.26,60.3,252.15,179.12,-8.5,0.56,91.6,268.76,16.5,Neutral,3,221.62,4.11,False,217.47,6.09,False,217.85,5.91,False,40.0,0
BR,BR,"Broadridge Financial Solutions, Inc.","브로드리지 파이낸셜 솔루션즈, Inc.",기술,"Broadridge Financial Solutions, Inc.는 금융 분야에 투자자 커뮤니케이션과 기술 중심 솔루션을 제공합니다.",158.83,1.58,43.6,263.28,151.12,-39.7,0.58,17.6,245.88,54.8,Strong Downtrend,0,171.69,-7.49,False,196.18,-19.04,False,218.1,-27.18,False,35.0,0
BF-B,BF-B,Brown-Forman Corporation,브라운-포먼 주식회사,필수 소비재,"Brown-Forman Corporation은 자회사와 함께 제조, 증류, 병, 수입, 수출, 시장,",27.73,0.51,50.2,34.92,22.8,-20.6,0.51,16.1,29.23,5.4,Neutral,3,27.26,1.72,True,27.38,1.28,True,27.89,-0.57,True,58.0,3
BMY,BMY,Bristol-Myers Squibb Company,브리스톨 마이어스 스퀴브(Bristol-Myers Squibb) 회사,헬스케어,"Bristol-Myers Squibb Company는 바이오의약품을 발견, 개발, 라이센스, 제조, 마케팅, 유통 및 판매합니다.",58.26,0.83,47.2,61.73,41.67,-5.6,0.65,16.8,63.04,8.2,Uptrend,4,59.13,-1.47,True,55.06,5.81,False,49.93,16.68,False,50.0,1
BLDR,BLDR,"Builders FirstSource, Inc.","빌더스 FirstSource, Inc.",산업재,"Builders FirstSource, Inc.는 자회사와 함께 새로운 분야의 전문 건축업자를 위한 건축 자재를 제공합니다.",88.12,-1.96,49.4,149.21,78.85,-40.9,1.01,22.7,116.9,32.7,Strong Downtrend,0,96.25,-8.45,False,103.24,-14.65,False,114.4,-22.97,False,34.0,0
CHRW,CHRW,"C.H. Robinson Worldwide, Inc.","C.H. 로빈슨 월드와이드, Inc.",산업재,"C.H. Robinson Worldwide, Inc.는 자회사와 함께 화물 운송 및 관련 물류 서비스를 제공합니다.",187.96,-0.24,65.0,199.91,85.91,-6.0,1.47,39.0,190.32,1.3,Strong Uptrend,5,178.68,5.19,False,170.55,10.21,False,141.94,32.42,False,22.0,0
