symbol,display_symbol,name_en,name_local,sector,description,price,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
240810.KQ,240810,Wonik IPS Co.,원익IPS,반도체 장비,ALD·CVD 반도체 증착 장비 전문,116100.0,47.6,137800.0,20935.0,-15.7,0.84,,133214.0,14.7,Uptrend,4,117652.0,-1.32,True,92550.0,25.45,False,63859.0,81.81,False,35.72,1
263750.KQ,263750,Pearl Abyss Corp.,펄어비스,게임,"검은사막 개발사, 자체 엔진 기반 MMORPG",57000.0,50.4,72000.0,29500.0,-20.8,0.39,,45125.0,-20.8,Strong Uptrend,5,56173.0,1.47,True,47097.0,21.03,False,42009.0,35.69,False,29.12,1
005290.KQ,005290,Dongjin Semichem Co.,동진쎄미켐,반도체 소재,감광재(PR)·반도체 공정 화학재료 제조,63200.0,69.0,63200.0,26428.0,0.0,0.98,,,,Strong Uptrend,5,51166.0,23.52,False,44374.0,42.43,False,38508.0,64.12,False,5.0,0
357780.KQ,357780,Solbrain Co.,솔브레인,반도체 소재,"반도체·디스플레이용 화학 소재, 식각액·CMP슬러리",469000.0,63.4,498027.0,155074.0,-5.8,0.67,,410000.0,-12.6,Strong Uptrend,5,419684.0,11.75,False,345992.0,35.55,False,280333.0,67.3,False,10.0,0
277810.KQ,277810,Rainbow Robotics Inc.,레인보우로보틱스,로봇,"협동로봇·이족보행로봇 개발, 삼성전자 지분 투자",612000.0,50.3,880000.0,253500.0,-30.5,1.24,,580000.0,-5.2,Uptrend,4,670883.0,-8.78,False,560175.0,9.25,False,423538.0,44.5,False,15.0,0
214150.KQ,214150,Classys Inc.,클래시스,의료기기,"비침습 미용 의료기기, 슈링크·볼뉴머 글로벌 판매",59400.0,61.6,75600.0,46275.0,-21.4,1.78,,79941.0,34.6,Uptrend,4,58869.0,0.9,True,57128.0,3.98,False,56772.0,4.63,False,46.4,1
030520.KQ,030520,Hancom Inc.,한글과컴퓨터,소프트웨어,"한컴오피스·한컴AI 오피스 솔루션, 공공 SW 1위",21000.0,53.8,34500.0,18550.0,-39.1,0.61,,33333.0,58.7,Strong Downtrend,0,21572.0,-2.65,False,22577.0,-6.98,False,24436.0,-14.06,False,35.0,0
214450.KQ,214450,PharmaResearch Co.,파마리서치,의약품,DNA 단편(PDRN) 기반 조직재생 의약품·화장품,323000.0,56.9,708934.0,282500.0,-54.4,2.42,,544786.0,68.7,Strong Downtrend,0,336750.0,-4.08,False,385939.0,-16.31,False,466136.0,-30.71,False,35.0,0
067630.KQ,067630,HLB Life Science Co.,HLB생명과학,바이오,"HLB 계열 바이오, 항암 개량신약·천연물 의약품",4275.0,53.2,6630.0,3235.0,-35.5,0.5,,,,Downtrend,2,4067.0,5.11,False,4089.0,4.55,False,4380.0,-2.4,False,15.0,0
064760.KQ,064760,TCSemiconductor Co.,티씨케이,반도체 부품,"식각 공정용 SiC 링·포커스링 제조, 고순도 세라믹",308000.0,68.1,308000.0,81406.0,0.0,0.73,,301667.0,-2.1,Strong Uptrend,5,234908.0,31.12,False,194673.0,58.21,False,155305.0,98.32,False,5.0,0
450080.KQ,450080,EcoPro Materials Co.,에코프로머티리얼즈,이차전지 소재,"양극재 전구체(pCAM) 제조, 에코프로그룹 소재 계열",82900.0,63.1,83200.0,41050.0,-0.4,1.03,,,,Strong Uptrend,5,69072.0,20.02,False,63978.0,29.58,False,57349.0,44.55,False,10.0,0
257720.KQ,257720,Silicon2 Inc.,실리콘투,화장품 유통,"K-뷰티 역직구 플랫폼, 글로벌 화장품 B2B 유통",48800.0,67.8,61313.0,31500.0,-20.4,1.19,,58500.0,19.9,Downtrend,2,42323.0,15.3,False,42483.0,14.87,False,44767.0,9.01,False,17.0,0
393890.KQ,393890,W-Scope Chungju Plant,더블유씨피,이차전지 소재,리튬이온 배터리 분리막(LiBS) 전문 제조,18630.0,65.2,20050.0,6070.0,-7.1,0.36,,19000.0,2.0,Strong Uptrend,5,12341.0,50.96,False,9750.0,91.08,False,8670.0,114.88,False,5.0,0
041020.KQ,041020,Isplus Corp.,이스트소프트,소프트웨어,AI 영상 솔루션·알약·알툴즈 개인용 소프트웨어,4900.0,56.6,6540.0,3320.0,-25.1,0.44,,,,Downtrend,2,4526.0,8.26,False,4611.0,6.27,False,5178.0,-5.37,False,15.0,0
039200.KQ,039200,Oscotec Inc.,오스코텍,바이오,"키나제 억제제 계열 신약 개발, 세로토닌·JAK 표적",50900.0,46.4,62000.0,25450.0,-17.9,0.71,,75000.0,47.3,Uptrend,4,52452.0,-2.96,False,51174.0,-0.54,True,42560.0,19.6,False,52.84,1
