symbol,display_symbol,name_en,name_local,sector,description,open,high,low,close,prev_close,price,change_pct,gap_pct,candle_body_pct,candle_range_pct,upper_shadow_pct,lower_shadow_pct,candle_type,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,price_to_book,return_on_equity,revenue_growth,market_cap,target_price,upside_pct,macd,macd_signal,macd_hist,macd_state,bollinger_width_pct,bollinger_percent_b,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,near_count,chart_score,technical_score,fundamental_score,theme_score,flow_score,composite_score
^FCHI,FCHI,CAC 40,프랑스 CAC40,FR Index,French large-cap benchmark.,7962.84,8115.08,7957.83,8114.84,8072.13,8114.84,0.53,-1.35,1.91,1.97,0.0,0.06,Strong Bullish,48.9,8620.93,7537.57,-5.9,1.48,,,,,,,,20.8484,40.0381,-19.1897,Bearish,6.45,0.368,Neutral,3,8153.76,-0.48,True,8142.4,-0.34,True,7992.58,1.53,True,3,76.0,77.0,50,59.71,59.25,66.93
000001.SS,SSE,SSE Composite Index,상하이 종합,CN Index,Shanghai Stock Exchange composite index.,4107.3,4118.75,4100.97,4112.16,4107.51,4112.16,0.11,-0.01,0.12,0.43,0.16,0.15,Bullish,61.6,4182.59,3276.73,-1.7,1.15,,,,,,,,28.1832,17.9197,10.2635,Positive,7.22,0.779,Uptrend,4,4051.63,1.49,True,4015.19,2.42,False,3823.11,7.56,False,1,71.67,73.0,50,68.18,59.25,65.9
^AXJO,AXJO,S&P/ASX 200,호주 ASX 200,AU Index,Australian large-cap benchmark.,8665.8,8764.1,8665.8,8729.8,8665.8,8729.8,0.74,0.0,0.74,1.13,0.4,0.0,Strong Bullish,46.0,9198.6,8151.4,-5.1,0.78,,,,,,,,-8.2979,17.6089,-25.9068,Improving,5.79,0.279,Neutral,3,8813.4,-0.95,True,8760.56,-0.35,True,8757.48,-0.32,True,3,76.0,76.6,50,61.18,55.25,66.65
^BSESN,BSESN,BSE SENSEX,인도 센섹스,IN Index,Indian stock market large-cap benchmark.,77014.21,77254.33,76258.86,76913.5,77496.36,76913.5,-0.75,-0.62,-0.13,1.29,0.31,0.85,Long Lower Doji,48.6,85762.01,71947.55,-10.3,1.37,,,,,,,,86.4756,19.5822,66.8933,Positive,9.1,0.505,Strong Downtrend,0,78801.38,-2.4,False,81607.09,-5.75,False,81789.6,-5.96,False,0,15.0,83.2,50,20.78,66.25,45.04
^KQ11,KQ11,KOSDAQ Composite,코스닥,KR Index,Korean technology and growth stock market index.,1224.75,1225.26,1189.52,1192.35,1220.26,1192.35,-2.29,0.37,-2.65,2.92,0.04,0.23,Strong Bearish,57.4,1226.18,713.75,-2.8,0.98,,,,,,,,27.3038,20.3823,6.9215,Positive,21.07,0.7,Strong Uptrend,5,1133.81,5.16,False,1036.0,15.09,False,921.1,29.45,False,0,65.0,67.6,50,67.16,47.0,61.17
^TWII,TWII,Taiwan Weighted Index,대만 가권지수,TW Index,Taiwan stock market composite benchmark.,39571.46,39848.22,38926.63,38926.63,39303.5,38926.63,-0.96,0.68,-1.63,2.33,0.7,0.0,Strong Bearish,69.6,39616.63,18793.43,-1.7,0.93,,,,,,,,1498.8882,1286.5667,212.3215,Positive,23.58,0.764,Strong Uptrend,5,34307.3,13.46,False,31433.5,23.84,False,27599.42,41.04,False,0,65.0,52.6,50,73.28,51.5,58.79
^RUT,RUT,Russell 2000,러셀 2000,US Index,US small-cap benchmark covering 2000 smaller companies.,2809.88,2826.41,2782.49,2796.0,2812.82,2796.0,-0.6,-0.1,-0.49,1.56,0.59,0.48,Bearish,64.4,2812.82,1983.19,-0.6,,,,,,,,,57.6037,56.2894,1.3143,Positive,10.91,0.719,Strong Uptrend,5,2625.01,6.51,False,2582.62,8.26,False,2442.04,14.49,False,0,65.0,68.25,50,64.44,54.67,61.7
^BVSP,BVSP,Bovespa Index,브라질 보베스파,BR Index,Brazilian stock market benchmark.,187317.55,187666.2,185537.58,185600.12,187318.0,185600.12,-0.92,-0.0,-0.92,1.14,0.19,0.03,Strong Bearish,41.8,198657.0,132129.0,-6.6,,,,,,,,,180.8891,1631.3317,-1450.4426,Bearish,9.37,0.136,Uptrend,4,186991.45,-0.74,True,174721.5,6.23,False,157177.3,18.08,False,1,74.67,53.75,50,61.56,54.67,60.54
^NDX,NDX,NASDAQ 100,나스닥 100,US Index,"Top 100 non-financial NASDAQ-listed companies, tech-heavy benchmark.",27731.34,27822.37,27504.09,27651.82,27710.36,27651.82,-0.21,0.08,-0.29,1.15,0.33,0.53,Bearish,73.4,27710.36,19791.35,-0.2,0.13,,,,,,,,756.7086,663.7146,92.994,Positive,15.32,0.807,Uptrend,4,25184.9,9.8,False,25270.09,9.43,False,24379.56,13.42,False,0,53.0,46.6,50,64.44,51.5,52.37
^NSEI,NSEI,Nifty 50,인도 니프티 50,IN Index,Indian large-cap benchmark of 50 leading companies.,23996.95,24087.45,23796.85,23997.55,24177.65,23997.55,-0.74,-0.75,0.0,1.21,0.37,0.83,Long Lower Doji,50.3,26328.55,22331.4,-8.9,1.03,,,,,,,,72.4249,39.1793,33.2456,Positive,9.35,0.553,Strong Downtrend,1,24394.9,-1.63,True,25128.21,-4.5,False,25083.43,-4.33,False,1,38.67,77.2,50,20.78,60.5,50.07
^STI,STI,Straits Times Index,싱가포르 STI,SG Index,Singapore benchmark covering 30 largest companies.,4889.26,4917.19,4880.67,4912.69,4860.97,4912.69,1.06,0.58,0.48,0.75,0.09,0.18,Bullish,45.8,5041.33,3848.22,-2.6,1.29,,,,,,,,-8.0899,7.1761,-15.266,Improving,3.82,0.224,Uptrend,4,4939.05,-0.53,True,4793.87,2.48,False,4492.62,9.35,False,1,71.67,82.0,50,75.42,65.75,69.89
000300.SS,CSI300,CSI 300,중국 CSI 300,CN Index,Top 300 A-share stocks listed on Shanghai and Shenzhen exchanges.,4820.97,4829.27,4797.54,4807.31,4810.35,4807.31,-0.06,0.22,-0.28,0.66,0.17,0.2,Bearish,64.3,4810.35,3770.57,-0.1,1.23,,,,,,,,55.9406,44.164,11.7766,Positive,10.34,0.754,Uptrend,4,4653.37,3.31,False,4643.47,3.53,False,4421.0,8.74,False,0,60.0,71.6,50,68.18,55.5,61.68
