symbol,display_symbol,name_en,name_local,sector,description,price,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
005290.KQ,005290,Dongjin Semichem Co.,동진쎄미켐,반도체 소재,감광재(PR)·반도체 공정 화학재료 제조,63200.0,69.0,63200.0,26428.0,0.0,0.98,,,,Strong Uptrend,5,51166.0,23.52,False,44374.0,42.43,False,38508.0,64.12,False,25.0,0
030520.KQ,030520,Hancom Inc.,한글과컴퓨터,소프트웨어,"한컴오피스·한컴AI 오피스 솔루션, 공공 SW 1위",21000.0,53.8,34500.0,18550.0,-39.1,0.61,,33333.0,58.7,Strong Downtrend,0,21572.0,-2.65,False,22577.0,-6.98,False,24436.0,-14.06,False,35.0,0
214150.KQ,214150,Classys Inc.,클래시스,의료기기,"비침습 미용 의료기기, 슈링크·볼뉴머 글로벌 판매",59400.0,61.6,75600.0,46275.0,-21.4,1.78,,79941.0,34.6,Uptrend,4,58869.0,0.9,True,57128.0,3.98,False,56772.0,4.63,False,74.0,1
064760.KQ,064760,TCSemiconductor Co.,티씨케이,반도체 부품,"식각 공정용 SiC 링·포커스링 제조, 고순도 세라믹",308000.0,68.1,308000.0,81406.0,0.0,0.73,,301667.0,-2.1,Strong Uptrend,5,234908.0,31.12,False,194673.0,58.21,False,155305.0,98.32,False,15.0,0
214450.KQ,214450,PharmaResearch Co.,파마리서치,의약품,DNA 단편(PDRN) 기반 조직재생 의약품·화장품,323000.0,56.9,708934.0,282500.0,-54.4,2.42,,544786.0,68.7,Strong Downtrend,0,336750.0,-4.08,False,385939.0,-16.31,False,466136.0,-30.71,False,36.0,0
067630.KQ,067630,HLB Life Science Co.,HLB생명과학,바이오,"HLB 계열 바이오, 항암 개량신약·천연물 의약품",4275.0,53.2,6630.0,3235.0,-35.5,0.5,,,,Downtrend,2,4067.0,5.11,False,4089.0,4.55,False,4380.0,-2.4,False,27.0,0
450080.KQ,450080,EcoPro Materials Co.,에코프로머티리얼즈,이차전지 소재,"양극재 전구체(pCAM) 제조, 에코프로그룹 소재 계열",82900.0,63.1,83200.0,41050.0,-0.4,1.03,,,,Strong Uptrend,5,69072.0,20.02,False,63978.0,29.58,False,57349.0,44.55,False,45.0,0
257720.KQ,257720,Silicon2 Inc.,실리콘투,화장품 유통,"K-뷰티 역직구 플랫폼, 글로벌 화장품 B2B 유통",48800.0,67.8,61313.0,31500.0,-20.4,1.19,,58500.0,19.9,Downtrend,2,42323.0,15.3,False,42483.0,14.87,False,44767.0,9.01,False,25.0,0
393890.KQ,393890,W-Scope Chungju Plant,더블유씨피,이차전지 소재,리튬이온 배터리 분리막(LiBS) 전문 제조,18630.0,65.2,20050.0,6070.0,-7.1,0.36,,19000.0,2.0,Strong Uptrend,5,12341.0,50.96,False,9750.0,91.08,False,8670.0,114.88,False,22.0,0
041020.KQ,041020,Isplus Corp.,이스트소프트,소프트웨어,AI 영상 솔루션·알약·알툴즈 개인용 소프트웨어,4900.0,56.6,6540.0,3320.0,-25.1,0.44,,,,Downtrend,2,4526.0,8.26,False,4611.0,6.27,False,5178.0,-5.37,False,33.0,0
039200.KQ,039200,Oscotec Inc.,오스코텍,바이오,"키나제 억제제 계열 신약 개발, 세로토닌·JAK 표적",50900.0,46.4,62000.0,25450.0,-17.9,0.71,,75000.0,47.3,Uptrend,4,52452.0,-2.96,False,51174.0,-0.54,True,42560.0,19.6,False,69.0,1
950160.KQ,950160,"Kolon TissueGene, Inc.","Kolon TissueGene, Inc.",Unknown,No description,101000.0,48.9,127000.0,32500.0,-20.5,0.62,,,,Uptrend,4,101088.0,-0.09,True,85004.0,18.82,False,63109.0,60.04,False,49.0,1
298380.KQ,298380,ABL Bio Inc.,ABL Bio Inc.,헬스케어,"ABL Bio Inc., a biotech research company, focuses on the development of therapeutic drugs for immuno-oncology and neurod",157200.0,44.0,245500.0,59700.0,-36.0,1.26,,209200.0,33.1,Neutral,3,180087.0,-12.71,False,178290.0,-11.83,False,129371.0,21.51,False,46.0,0
141080.KQ,141080,LigaChem Biosciences Inc.,LigaChem Biosciences Inc.,헬스케어,"LigaChem Biosciences Inc., a clinical stage biopharmaceutical company, engages in the discovery and development of medic",200000.0,54.3,213500.0,97000.0,-6.3,0.59,,228333.0,14.2,Strong Uptrend,5,190320.0,5.09,False,181068.0,10.46,False,156368.0,27.9,False,51.0,0
000250.KQ,000250,"Sam Chun Dang Pharm. Co., Ltd","Sam Chun Dang Pharm. Co., Ltd",Unknown,No description,411500.0,35.1,1184000.0,130900.0,-65.2,0.91,,,,Uptrend,4,651500.0,-36.84,False,445429.0,-7.62,False,313352.0,31.32,False,28.0,0
087010.KQ,087010,"Peptron, Inc.","Peptron, Inc.",Unknown,No description,278500.0,51.7,386000.0,153200.0,-27.8,2.32,,,,Neutral,3,282675.0,-1.48,True,277625.0,0.32,True,265155.0,5.03,False,52.0,2
214370.KQ,214370,"Caregen Co., Ltd.","Caregen Co., Ltd.",Unknown,No description,107900.0,55.9,150100.0,23230.0,-28.1,0.75,,,,Uptrend,4,111817.0,-3.5,False,91258.0,18.24,False,68991.0,56.4,False,45.0,0
039030.KQ,039030,"EO Technics Co., Ltd.","EO Technics Co., Ltd.",기술,"EO Technics Co., Ltd. manufactures and supplies laser processing equipment worldwide. The company offers semiconductor p",506000.0,66.4,506000.0,112882.0,0.0,1.07,,471600.0,-6.8,Strong Uptrend,5,413800.0,22.28,False,345255.0,46.56,False,269867.0,87.5,False,15.0,0
036930.KQ,036930,"JUSUNG ENGINEERING Co.,Ltd.","JUSUNG ENGINEERING Co.,Ltd.",Unknown,No description,123900.0,79.9,123900.0,26030.0,0.0,1.65,,46750.0,-62.3,Strong Uptrend,5,63569.0,94.91,False,46555.0,166.14,False,38365.0,222.95,False,10.0,0
310210.KQ,310210,"Voronoi, Inc.","Voronoi, Inc.",헬스케어,"Voronoi, Inc. researches, develops, and discovers small molecule kinase inhibitors in South Korea. Its products pipeline",306500.0,51.6,363500.0,91700.0,-15.7,0.58,,350000.0,14.2,Strong Uptrend,5,285058.0,7.52,False,250198.0,22.5,False,189390.0,61.84,False,57.0,0
403870.KQ,403870,"HPSP Co., Ltd.","HPSP Co., Ltd.",산업재,"HPSP Co., Ltd. manufactures and sells high pressure annealing semiconductor equipment for the semiconductor industry in ",53400.0,67.1,53400.0,20887.0,0.0,2.45,,52071.0,-2.5,Strong Uptrend,5,44790.0,19.22,False,38122.0,40.08,False,32634.0,63.63,False,20.0,0
032820.KQ,032820,"Woori Technology, Inc.","Woori Technology, Inc.",Unknown,No description,22900.0,54.2,29300.0,1808.0,-21.8,0.51,,,,Strong Uptrend,5,18675.0,22.62,False,11528.0,98.65,False,7556.0,203.07,False,51.0,0
095340.KQ,095340,"ISC Co., Ltd.","ISC Co., Ltd.",Unknown,No description,235000.0,52.2,271000.0,47134.0,-13.3,0.42,,205571.0,-12.5,Strong Uptrend,5,204290.0,15.03,False,151592.0,55.02,False,106794.0,120.05,False,41.0,0
108490.KQ,108490,"ROBOTIS Co., Ltd.","ROBOTIS Co., Ltd.",기술,"ROBOTIS Co., Ltd. provides robotic solutions in South Korea. It provides autonomous indoor robot that offers small goods",292500.0,60.1,338500.0,33900.0,-13.6,2.39,,316667.0,8.3,Strong Uptrend,5,267908.0,9.18,False,259152.0,12.87,False,176819.0,65.42,False,56.0,0
226950.KQ,226950,"OliX Pharmaceuticals, Inc","OliX Pharmaceuticals, Inc",헬스케어,"OliX Pharmaceuticals, Inc., a clinical stage pharmaceutical company, focuses on developing RNA interference (RNAi) thera",182300.0,55.2,207000.0,34800.0,-11.9,1.48,,160000.0,-12.2,Strong Uptrend,5,165767.0,9.97,False,149157.0,22.22,False,104889.0,73.8,False,41.0,0
347850.KQ,347850,D&D Pharmatech,D&D Pharmatech,헬스케어,D&D Pharmatech Inc. engages in the research and development and manufacturing of pharmaceuticals in South Korea. It deve,81800.0,55.7,320000.0,48350.0,-74.4,1.25,,,,Strong Downtrend,1,81110.0,0.85,True,100936.0,-18.96,False,118485.0,-30.96,False,21.0,1
440110.KQ,440110,FADU Inc.,FADU Inc.,기술,"FADU Inc., a fabless semiconductor company, develops and manufactures flash controller architecture for solid-state driv",68100.0,65.5,71000.0,9630.0,-4.1,0.76,,28000.0,-58.9,Strong Uptrend,5,52865.0,28.82,False,38098.0,78.75,False,26283.0,159.1,False,15.0,0
319400.KQ,319400,"HYUNDAI MOVEX Co., Ltd.","HYUNDAI MOVEX Co., Ltd.",금융 서비스,"HYUNDAI MOVEX Co., Ltd. operates in the information technology (IT) and logistics system businesses in South Korea and i",30500.0,54.1,46350.0,3531.0,-34.2,1.42,,13000.0,-57.4,Strong Uptrend,5,30021.0,1.6,True,22874.0,33.34,False,14435.0,111.29,False,39.0,1
145020.KQ,145020,"Hugel, Inc.","Hugel, Inc.",헬스케어,"Hugel, Inc. develops and manufactures biopharmaceuticals in South Korea and internationally. The company offers Botulinu",267000.0,56.0,388000.0,214000.0,-31.2,1.07,,357714.0,34.0,Neutral,3,258033.0,3.48,False,245392.0,8.81,False,288300.0,-7.39,False,53.0,0
222800.KQ,222800,"SIMMTECH Co., Ltd.","SIMMTECH Co., Ltd.",기술,"SIMMTECH Co., Ltd. engages in the developing and manufacturing of high-layer printed circuit boards (PCBs) for semicondu",88900.0,75.6,88900.0,15708.0,0.0,0.82,,72143.0,-18.8,Strong Uptrend,5,59013.0,50.64,False,55829.0,59.24,False,41924.0,112.05,False,5.0,0
100790.KQ,100790,"Mirae Asset Venture Investment Co., Ltd.","Mirae Asset Venture Investment Co., Ltd.",Unknown,No description,62400.0,84.7,62400.0,4670.0,0.0,0.95,,,,Strong Uptrend,5,27268.0,128.84,False,19147.0,225.9,False,12879.0,384.51,False,15.0,0
178320.KQ,178320,"Seojin System Co.,Ltd","Seojin System Co.,Ltd",기술,"Seojin System Co.,Ltd provides telecom equipment, repeaters, mechanical products, and LED and other equipment. The compa",53800.0,62.7,55800.0,18650.0,-3.6,1.32,,62500.0,16.2,Strong Uptrend,5,43312.0,24.21,False,34686.0,55.11,False,28331.0,89.9,False,57.0,0
084370.KQ,084370,"Eugene Technology Co.,Ltd.","Eugene Technology Co.,Ltd.",Unknown,No description,135500.0,57.7,147750.0,31097.0,-8.3,1.06,,132833.0,-2.0,Strong Uptrend,5,121833.0,11.22,False,102567.0,32.11,False,75876.0,78.58,False,35.0,0
043260.KQ,043260,Sungho Electronics Corp.,Sungho Electronics Corp.,Unknown,No description,45200.0,49.4,53200.0,1015.0,-15.0,0.89,,,,Strong Uptrend,5,36589.0,23.53,False,21526.0,109.98,False,11350.0,298.24,False,51.0,0
237690.KQ,237690,"ST Pharm Co.,Ltd.","ST Pharm Co.,Ltd.",Unknown,No description,148000.0,52.8,161591.0,71375.0,-8.4,0.77,,166667.0,12.6,Uptrend,4,149117.0,-0.75,True,132568.0,11.64,False,109591.0,35.05,False,49.0,1
083650.KQ,083650,"BHI Co., Ltd.","BHI Co., Ltd.",Unknown,No description,98300.0,54.1,109500.0,18080.0,-10.2,2.42,,105000.0,6.8,Strong Uptrend,5,90563.0,8.54,False,71126.0,38.21,False,57263.0,71.66,False,56.0,0
098460.KQ,098460,Koh Young Technology Inc.,Koh Young Technology Inc.,기술,Koh Young Technology Inc. engages in the manufacturing and sale of automated inspection and precise measurement systems ,42300.0,77.3,42300.0,12804.0,0.0,14.43,,33571.0,-20.6,Strong Uptrend,5,30264.0,39.77,False,26966.0,56.86,False,21192.0,99.6,False,5.0,0
078600.KQ,078600,"Daejoo Electronic Materials Co., Ltd.","Daejoo Electronic Materials Co., Ltd.",Unknown,No description,182800.0,75.2,182800.0,59100.0,0.0,5.58,,157500.0,-13.8,Strong Uptrend,5,109577.0,66.82,False,89799.0,103.57,False,81133.0,125.31,False,5.0,0
140410.KQ,140410,"Mezzion Pharma Co.,Ltd.","Mezzion Pharma Co.,Ltd.",Unknown,No description,91100.0,46.5,172700.0,32500.0,-47.2,0.68,,,,Neutral,3,115617.0,-21.21,False,99086.0,-8.06,False,72139.0,26.28,False,29.0,0
319660.KQ,319660,PSK Inc.,PSK Inc.,기술,"PSK Inc. develops, manufactures, and sells semiconductor processing equipment worldwide. The company offers dry strip, s",93000.0,64.1,93000.0,17047.0,0.0,1.05,,110500.0,18.8,Strong Uptrend,5,70836.0,31.29,False,53275.0,74.57,False,38158.0,143.72,False,57.0,0
067310.KQ,067310,HANA Micron Inc.,HANA Micron Inc.,Unknown,No description,40300.0,65.5,40300.0,10160.0,0.0,2.21,,28000.0,-30.5,Strong Uptrend,5,33741.0,19.44,False,29849.0,35.01,False,22258.0,81.06,False,20.0,0
218410.KQ,218410,RFHIC Corporation,RFHIC Corporation,Unknown,No description,100200.0,61.2,105500.0,13679.0,-5.0,0.45,,77000.0,-23.2,Strong Uptrend,5,72726.0,37.78,False,52674.0,90.23,False,38966.0,157.15,False,35.0,0
058610.KQ,058610,"SPG Co., Ltd.","SPG Co., Ltd.",Unknown,No description,118900.0,54.9,158100.0,22528.0,-24.8,1.74,,,,Uptrend,4,125620.0,-5.35,False,96174.0,23.63,False,61378.0,93.72,False,50.0,0
082920.KQ,082920,"VITZROCELL Co.,Ltd.","VITZROCELL Co.,Ltd.",Unknown,No description,57200.0,72.0,57800.0,11725.0,-1.0,0.56,,50667.0,-11.4,Strong Uptrend,5,31228.0,83.17,False,24125.0,137.1,False,19314.0,196.16,False,5.0,0
068760.KQ,068760,"Celltrion Pharm, Inc.","Celltrion Pharm, Inc.",헬스케어,"Celltrion Pharm, Inc., a pharmaceutical company, develops and sells biosimilars and over-the-counter drugs in South Kore",58300.0,50.2,75700.0,45145.0,-23.0,1.47,,,,Neutral,3,63465.0,-8.14,False,62499.0,-6.72,False,56891.0,2.48,False,39.0,0
030530.KQ,030530,"Wonik Holdings Co., Ltd","Wonik Holdings Co., Ltd",산업재,"Wonik Holdings Co.,Ltd. manufactures and sells semiconductor and electronic equipment, and other products. The company p",31850.0,54.3,48700.0,4000.0,-34.6,3.21,,,,Downtrend,2,32964.0,-3.38,False,33226.0,-4.14,False,21087.0,51.04,False,32.0,0
323280.KQ,323280,"Taesung Co.,Ltd.","Taesung Co.,Ltd.",산업재,"Taesung Co.,Ltd. develops, manufactures, and sells PCB automation equipment in South Korea and internationally. The comp",76500.0,68.8,79000.0,20050.0,-3.2,1.14,,,,Strong Uptrend,5,66512.0,15.02,False,54284.0,40.93,False,40472.0,89.02,False,25.0,0
131970.KQ,131970,DOOSAN TESNA Inc.,DOOSAN TESNA Inc.,Unknown,No description,122400.0,70.3,125700.0,22066.0,-2.6,1.12,,62000.0,-49.3,Strong Uptrend,5,82065.0,49.15,False,64782.0,88.94,False,49000.0,149.8,False,5.0,0
031980.KQ,031980,PSK HOLDINGS Inc.,PSK HOLDINGS Inc.,Unknown,No description,113500.0,55.9,123400.0,30138.0,-8.0,1.09,,,,Strong Uptrend,5,96018.0,18.21,False,72042.0,57.55,False,54597.0,107.89,False,45.0,0
089030.KQ,089030,"Techwing, Inc.","Techwing, Inc.",기술,"Techwing, Inc., together with its subsidiaries, develops, manufactures, sells, and services semiconductor inspection equ",61800.0,63.9,71100.0,26650.0,-13.1,4.18,,85000.0,37.5,Uptrend,4,52332.0,18.09,False,50761.0,21.75,False,44855.0,37.78,False,70.0,0
027360.KQ,027360,"Aju IB Investment Co., Ltd.","Aju IB Investment Co., Ltd.",Unknown,No description,18720.0,84.4,18720.0,1900.0,0.0,2.49,,,,Strong Uptrend,5,7312.0,156.02,False,4940.0,278.95,False,3609.0,418.7,False,20.0,0
101490.KQ,101490,S&S Tech Corporation,S&S Tech Corporation,Unknown,No description,104800.0,61.7,105100.0,30308.0,-0.3,1.02,,,,Strong Uptrend,5,89898.0,16.58,False,71395.0,46.79,False,59033.0,77.53,False,45.0,0
347700.KQ,347700,Sphere Corp.,Sphere Corp.,헬스케어,"Sphere Corp. provides digital healthcare technology, and life care products and services. It develops LifeRecord, a comm",42600.0,47.0,53100.0,7320.0,-19.8,0.56,,,,Strong Uptrend,5,42308.0,0.69,True,27203.0,56.6,False,18897.0,125.43,False,55.0,1
010170.KQ,010170,"Taihan Fiber Optics Co., Ltd","Taihan Fiber Optics Co., Ltd",기술,"Taihan Fiber Optics Co., Ltd researches, develops, and produces optical materials in South Korea and internationally. Th",13360.0,51.3,20150.0,526.0,-33.7,0.47,,2150.0,-83.9,Strong Uptrend,5,8173.0,63.47,False,5341.0,150.14,False,3214.0,315.68,False,35.0,0
140860.KQ,140860,Park Systems Corp.,Park Systems Corp.,기술,"Park Systems Corp. develops, manufactures, and sells atomic force microscopy (AFM) systems worldwide. It provides AFM fo",284500.0,60.6,306283.0,193148.0,-7.1,0.61,,331000.0,16.3,Uptrend,4,264783.0,7.45,False,246822.0,15.27,False,253057.0,12.43,False,51.0,0
458870.KQ,458870,"SEERS Co., Ltd.","SEERS Co., Ltd.",헬스케어,"SEERS Co., Ltd. engages in the development, manufacturing, and sales of medical devices in South Korea. It offers wearab",51900.0,56.6,63000.0,4090.0,-17.6,1.73,,73333.0,41.3,Strong Uptrend,5,50320.0,3.14,False,44924.0,15.53,False,28845.0,79.93,False,76.0,0
232140.KQ,232140,YC Corporation,YC Corporation,기술,"YC Corporation engages in the development, manufacture, and sale of inspection equipment for semiconductor memories in S",23300.0,68.3,23300.0,9360.0,0.0,5.21,,24000.0,3.0,Strong Uptrend,5,19930.0,16.91,False,17053.0,36.63,False,14188.0,64.22,False,22.0,0
060370.KQ,060370,"KT Submarine Co., Ltd.","KT Submarine Co., Ltd.",Unknown,No description,37900.0,73.0,37900.0,15150.0,0.0,1.67,,,,Strong Uptrend,5,30499.0,24.27,False,29684.0,27.68,False,27392.0,38.36,False,20.0,0
099320.KQ,099320,"Satrec Initiative Co., Ltd.","Satrec Initiative Co., Ltd.",Unknown,No description,172600.0,49.1,214000.0,43321.0,-19.3,0.45,,135500.0,-21.5,Uptrend,4,179548.0,-3.87,False,126949.0,35.96,False,89895.0,92.0,False,35.0,0
080220.KQ,080220,Jeju Semiconductor Corp.,Jeju Semiconductor Corp.,Unknown,No description,54000.0,71.5,54000.0,12400.0,0.0,12.45,,,,Strong Uptrend,5,42756.0,26.3,False,32718.0,65.05,False,24379.0,121.5,False,15.0,0
131290.KQ,131290,"TSE Co., Ltd","TSE Co., Ltd",Unknown,No description,169400.0,74.1,169400.0,36149.0,0.0,0.53,,140500.0,-17.1,Strong Uptrend,5,109048.0,55.34,False,83328.0,103.29,False,62665.0,170.33,False,5.0,0
417200.KQ,417200,LS Materials,LS Materials,산업재,"LS materials.,Ltd. provides energy storage devices in South Korea and internationally. The company offers cells and modu",27200.0,70.0,27200.0,9349.0,0.0,2.21,,,,Strong Uptrend,5,19081.0,42.55,False,15936.0,70.68,False,13251.0,105.27,False,20.0,0
290650.KQ,290650,"L&C BIO Co.,LTD","L&C BIO Co.,LTD",헬스케어,"L&C Bio Co., Ltd operates as a research and development company in tissue regeneration medicine. The company offers phar",69900.0,46.7,118300.0,20384.0,-40.9,1.07,,80000.0,14.4,Uptrend,4,80115.0,-12.75,False,69574.0,0.47,True,52834.0,32.3,False,45.0,1
038500.KQ,038500,"SAMPYO Cement Co., Ltd.","SAMPYO Cement Co., Ltd.",원자재,"SAMPYO Cement Co., Ltd. engages in the manufacture and distribution of cement in South Korea. The company offers Portlan",16190.0,51.4,20200.0,2882.0,-19.9,0.56,,,,Strong Uptrend,5,15208.0,6.46,False,9550.0,69.53,False,6360.0,154.56,False,51.0,0
475830.KQ,475830,"Orum Therapeutics, Inc.","Orum Therapeutics, Inc.",헬스케어,"Orum Therapeutics, Inc., a biopharmaceutical company, engages in the research and development of pharmaceuticals for can",84300.0,41.8,143700.0,17010.0,-41.3,0.57,,,,Neutral,3,107073.0,-21.27,False,96236.0,-12.4,False,60421.0,39.52,False,22.0,0
095610.KQ,095610,"TES Co., Ltd","TES Co., Ltd",Unknown,No description,89700.0,65.4,93300.0,19252.0,-3.9,0.41,,92500.0,3.1,Strong Uptrend,5,70535.0,27.17,False,57098.0,57.1,False,43418.0,106.6,False,22.0,0
437730.KQ,437730,SAMHYUN,SAMHYUN,산업재,"Samhyun Co., Ltd. engages in the manufacture and sale of parts and accessories for motor vehicles. It offers smart actua",54000.0,55.6,73200.0,10351.0,-26.2,1.43,,,,Uptrend,4,53398.0,1.13,True,50018.0,7.96,False,33287.0,62.23,False,49.0,1
085660.KQ,085660,"Chabiotech Co.,Ltd.","Chabiotech Co.,Ltd.",헬스케어,"Chabiotech Co.,Ltd., a bio company, develops cell and gene therapy related to stem and immune cells in South Korea and i",17940.0,48.7,23850.0,9470.0,-24.8,0.97,,,,Uptrend,4,19375.0,-7.41,False,16760.0,7.04,False,13920.0,28.88,False,45.0,0
065350.KQ,065350,"Shinsung Delta Tech Co.,Ltd.","Shinsung Delta Tech Co.,Ltd.",산업재,"Shinsung Delta Tech Co.,Ltd., together with its subsidiaries, manufactures and sells household electronic components, pl",59900.0,51.5,82200.0,50900.0,-27.1,0.67,,,,Downtrend,2,64453.0,-7.06,False,61096.0,-1.96,True,62149.0,-3.62,False,37.0,1
281740.KQ,281740,"Lake Materials Co., Ltd.","Lake Materials Co., Ltd.",원자재,"Lake Materials Co., Ltd. develops and manufactures organometallic compounds that are used as materials for semiconductor",24100.0,62.0,27550.0,11182.0,-12.5,1.14,,,,Strong Uptrend,5,22025.0,9.42,False,18410.0,30.91,False,15505.0,55.43,False,51.0,0
090710.KQ,090710,"Hyulim ROBOT Co.,Ltd.","Hyulim ROBOT Co.,Ltd.",Unknown,No description,13250.0,61.0,21500.0,1791.0,-38.4,8.54,,,,Strong Uptrend,5,12955.0,2.28,False,10091.0,31.31,False,6470.0,104.79,False,45.0,0
183300.KQ,183300,KoMiCo Ltd.,KoMiCo Ltd.,기술,"KoMiCo Ltd. provides semiconductor equipment cleaning and coating products in South Korea, the United States, China, Tai",149800.0,68.7,154900.0,51915.0,-3.3,0.62,,131500.0,-12.2,Strong Uptrend,5,117155.0,27.86,False,104984.0,42.69,False,90943.0,64.72,False,15.0,0
036540.KQ,036540,"SFA Semicon Co., Ltd.","SFA Semicon Co., Ltd.",기술,"SFA Semicon Co., Ltd. provides semiconductors in Korea. The company offers packaging products, such as fan out wafer lev",9640.0,80.1,9640.0,2820.0,0.0,17.22,,8300.0,-13.9,Strong Uptrend,5,7062.0,36.51,False,5821.0,65.61,False,4618.0,108.75,False,5.0,0
445680.KQ,445680,"Curiox Biosystems Co., Ltd","Curiox Biosystems Co., Ltd",Unknown,No description,90600.0,47.6,139600.0,22000.0,-35.1,0.41,,,,Neutral,3,104268.0,-13.11,False,99376.0,-8.83,False,71886.0,26.03,False,33.0,0
127120.KQ,127120,"JS Link, Inc.","JS Link, Inc.",헬스케어,"JS Link, Inc., a genome-based biotechnology company, focuses on the research and development of genome analysis services",44000.0,56.2,48900.0,8340.0,-10.0,0.47,,,,Strong Uptrend,5,36743.0,19.75,False,27848.0,58.0,False,21334.0,106.24,False,51.0,0
