symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
PEP,PEP,PepsiCo Inc.,펩시코,식음료,펩시·게토레이·프리토레이 스낵,155.53,0.06,48.8,168.98,123.5,-8.0,0.12,24.4,172.0,10.6,Uptrend,4,158.99,-2.18,False,151.37,2.75,False,144.09,7.94,False,48.0,0
QCOM,QCOM,Qualcomm Inc.,퀄컴,반도체·통신,모바일 AP·5G 모뎀 칩,147.89,-0.64,71.2,185.53,124.07,-20.3,2.22,29.8,150.1,1.5,Strong Downtrend,1,135.82,8.89,False,152.28,-2.88,False,154.38,-4.2,False,2.0,0
ADBE,ADBE,Adobe Inc.,어도비,소프트웨어,포토샵·Acrobat·Creative Cloud,243.82,-0.66,48.3,420.68,225.35,-42.0,0.3,14.2,329.28,35.1,Strong Downtrend,0,255.35,-4.52,False,292.33,-16.59,False,330.36,-26.2,False,38.0,0
INTU,INTU,Intuit Inc.,인튜이트,금융 소프트웨어,TurboTax·QuickBooks·Mint,393.91,-0.52,45.9,801.96,350.94,-50.9,0.28,25.6,594.11,50.8,Strong Downtrend,0,417.13,-5.57,False,524.4,-24.88,False,617.19,-36.18,False,34.0,0
ISRG,ISRG,Intuitive Surgical Inc.,인튜이티브 서지컬,의료기기,다빈치 수술 로봇 시스템,478.42,-0.79,54.0,592.85,429.59,-19.3,0.17,58.0,577.01,20.6,Strong Downtrend,1,479.76,-0.28,True,519.22,-7.86,False,507.55,-5.74,False,38.0,1
AMAT,AMAT,Applied Materials Inc.,어플라이드 머티리얼즈,반도체 장비,반도체 식각·증착 장비,399.06,-4.31,58.5,417.04,147.64,-4.3,0.31,40.9,422.97,6.0,Strong Uptrend,5,359.81,10.91,False,313.77,27.18,False,249.58,59.89,False,45.0,0
MU,MU,Micron Technology Inc.,마이크론 테크놀로지,반도체·메모리,DRAM·NAND 플래시 메모리,519.85,4.66,72.6,519.85,76.7,0.0,0.4,24.5,533.73,2.7,Strong Uptrend,5,414.16,25.52,False,348.48,49.18,False,242.45,114.42,False,15.0,0
BKNG,BKNG,Booking Holdings Inc.,부킹 홀딩스,여행·OTA,부킹닷컴·프라이스라인·카약,179.92,-0.18,51.2,231.27,154.48,-22.2,0.18,27.2,231.98,28.9,Strong Downtrend,1,174.5,3.11,False,190.05,-5.33,False,203.74,-11.69,False,50.0,0
LRCX,LRCX,Lam Research Corp.,램 리서치,반도체 장비,반도체 식각·증착 장비,257.06,-4.0,54.8,272.41,70.38,-5.6,0.26,48.5,305.97,19.0,Strong Uptrend,5,234.32,9.7,False,206.34,24.58,False,157.28,63.44,False,57.0,0
TXN,TXN,Texas Instruments Inc.,텍사스 인스트루먼츠,반도체,아날로그·임베디드 반도체,270.66,-2.34,77.5,282.23,152.34,-4.1,0.41,46.3,272.75,0.8,Strong Uptrend,5,212.56,27.33,False,194.23,39.35,False,190.72,41.91,False,12.0,0
SBUX,SBUX,Starbucks Corp.,스타벅스,외식·음료,글로벌 커피 프랜차이즈,98.26,-0.42,55.2,101.44,77.4,-3.1,0.16,81.9,101.41,3.2,Strong Uptrend,5,96.08,2.27,False,91.25,7.68,False,88.95,10.47,False,37.0,0
ADI,ADI,Analog Devices Inc.,아날로그 디바이시스,반도체,아날로그·혼성신호 반도체,389.51,-2.52,69.0,403.88,189.77,-3.6,0.21,71.2,393.16,0.9,Strong Uptrend,5,335.74,16.02,False,302.89,28.6,False,268.3,45.18,False,17.0,0
ADP,ADP,Automatic Data Processing,ADP,HR·급여 소프트웨어,기업 급여·인사 아웃소싱,199.19,1.35,45.0,318.79,188.79,-37.5,0.19,19.1,256.47,28.8,Strong Downtrend,0,210.34,-5.3,False,232.47,-14.32,False,264.07,-24.57,False,42.0,0
VRTX,VRTX,Vertex Pharmaceuticals,버텍스 파마슈티컬스,바이오·제약,낭성섬유증 치료제,432.65,0.55,41.7,509.5,366.54,-15.1,0.12,28.2,548.39,26.8,Neutral,3,459.36,-5.81,False,453.13,-4.52,False,438.83,-1.41,True,59.0,1
MDLZ,MDLZ,Mondelez International,몬델리즈,식품,오레오·리츠·토블레로네,58.02,0.71,53.8,68.95,51.07,-15.9,0.18,30.7,66.32,14.3,Downtrend,2,58.03,-0.02,True,56.47,2.74,False,59.64,-2.72,False,43.0,1
PANW,PANW,Palo Alto Networks Inc.,팔로 알토 네트웍스,사이버보안,차세대 방화벽·클라우드 보안,183.29,2.66,63.3,221.38,141.67,-17.2,0.28,101.8,206.14,12.5,Strong Downtrend,1,162.68,12.67,False,177.48,3.27,False,187.05,-2.01,False,28.0,0
REGN,REGN,Regeneron Pharmaceuticals,리제네론,바이오·제약,아일리아·두필루맙 항체 치료제,749.71,-0.25,47.4,811.29,481.15,-7.6,0.13,18.1,878.02,17.1,Neutral,3,763.29,-1.78,True,750.76,-0.14,True,656.29,14.23,False,60.0,2
GILD,GILD,Gilead Sciences Inc.,길리어드 사이언시스,바이오·제약,HIV·간염·항암제,128.72,-1.29,28.4,154.92,94.4,-16.9,0.21,19.0,158.36,23.0,Uptrend,4,142.82,-9.87,False,133.2,-3.36,False,122.07,5.45,False,51.0,0
SNPS,SNPS,Synopsys Inc.,시놉시스,EDA 소프트웨어,반도체 설계 자동화(EDA) 툴,498.0,-0.56,69.5,645.35,380.47,-22.8,0.39,76.5,534.65,7.4,Strong Downtrend,1,428.99,16.09,False,443.78,12.22,False,484.14,2.86,False,2.0,0
KLAC,KLAC,KLA Corporation,KLA,반도체 장비,반도체 공정 검사·계측 장비,1882.98,-2.69,68.7,1935.0,671.22,-2.7,0.36,54.7,1709.28,-9.2,Strong Uptrend,5,1539.14,22.34,False,1411.96,33.36,False,1174.08,60.38,False,10.0,0
CDNS,CDNS,Cadence Design Systems,캐던스 디자인,EDA 소프트웨어,반도체 설계 자동화(EDA) 툴,334.5,0.48,65.9,373.37,265.66,-10.4,0.35,82.4,371.53,11.1,Strong Downtrend,1,293.32,14.04,False,305.89,9.35,False,318.99,4.86,False,8.0,0
CSX,CSX,CSX Corporation,CSX,철도·물류,미국 동부 화물 철도 운영,45.46,0.11,70.2,46.18,27.42,-1.6,0.17,27.9,45.46,0.0,Strong Uptrend,5,41.21,10.31,False,38.47,18.17,False,35.99,26.31,False,15.0,0
MELI,MELI,MercadoLibre Inc.,메르카도리브레,이커머스·핀테크,중남미 최대 전자상거래·결제,1863.55,1.54,58.2,2613.63,1599.52,-28.7,0.22,47.2,2457.58,31.9,Strong Downtrend,1,1825.16,2.1,False,1953.87,-4.62,False,2172.2,-14.21,False,47.0,0
PYPL,PYPL,PayPal Holdings Inc.,페이팔,핀테크·결제,온라인 결제·Venmo,50.12,-0.71,60.1,77.8,38.96,-35.6,0.23,9.3,52.97,5.7,Strong Downtrend,1,45.46,10.25,False,52.85,-5.17,False,61.66,-18.72,False,31.0,0
ABNB,ABNB,Airbnb Inc.,에어비앤비,여행·숙박 플랫폼,글로벌 숙박 공유 플랫폼,143.19,0.26,65.2,144.18,111.54,-0.7,0.12,35.5,147.26,2.8,Neutral,3,130.14,10.03,False,129.01,10.99,False,129.25,10.79,False,10.0,0
CRWD,CRWD,CrowdStrike Holdings Inc.,크라우드스트라이크,사이버보안,클라우드 기반 엔드포인트 보안,455.45,1.63,61.0,557.53,350.25,-18.3,0.21,,491.14,7.8,Strong Downtrend,1,411.38,10.71,False,452.66,0.62,True,460.86,-1.17,True,35.0,2
MRVL,MRVL,Marvell Technology Inc.,마벨 테크놀로지,반도체,데이터센터·5G 반도체,155.01,-5.66,74.2,165.56,56.16,-6.4,0.5,50.5,128.36,-17.2,Strong Uptrend,5,99.14,56.35,False,92.65,67.31,False,83.55,85.53,False,0.0,0
ORLY,ORLY,O'Reilly Automotive Inc.,오라일리 오토모티브,자동차 부품 소매,자동차 부품·액세서리 소매,92.93,-0.21,50.6,107.82,87.3,-13.8,0.21,31.3,105.71,13.8,Strong Downtrend,0,93.03,-0.11,True,94.49,-1.65,True,96.1,-3.3,False,35.0,2
MNST,MNST,Monster Beverage Corp.,몬스터 비버리지,음료,에너지 음료 브랜드,77.49,-0.95,56.5,86.66,58.49,-10.6,0.15,39.9,85.46,10.3,Neutral,3,77.84,-0.45,True,76.47,1.33,True,70.11,10.53,False,53.0,2
MAR,MAR,Marriott International,매리어트 인터내셔널,호텔·숙박,글로벌 호텔 체인,362.8,-1.18,58.0,378.72,233.99,-4.2,0.13,38.1,371.88,2.5,Strong Uptrend,5,340.28,6.62,False,321.83,12.73,False,293.64,23.55,False,42.0,0
PCAR,PCAR,PACCAR Inc.,PACCAR,상용차·트럭,Kenworth·Peterbilt 트럭,127.11,0.09,60.9,129.48,86.5,-1.8,0.22,28.2,127.96,0.7,Strong Uptrend,5,122.32,3.92,False,115.56,9.99,False,105.35,20.65,False,45.0,0
FTNT,FTNT,Fortinet Inc.,포티넷,사이버보안,FortiGate 네트워크 보안,86.41,2.45,58.8,108.69,74.39,-20.5,0.25,35.7,89.0,3.0,Neutral,3,81.86,5.56,False,81.35,6.22,False,86.78,-0.43,True,40.0,1
KDP,KDP,Keurig Dr Pepper Inc.,큐리그 닥터페퍼,음료,커피 캡슐·닥터페퍼 음료,28.94,-0.96,69.6,34.3,24.87,-15.6,0.33,21.4,33.25,14.9,Downtrend,2,27.57,4.97,False,27.44,5.47,False,28.81,0.45,True,26.0,1
CEG,CEG,Constellation Energy Corp.,컨스텔레이션 에너지,원자력·전력,미국 최대 원자력 발전 운영,310.9,-0.84,58.6,402.95,221.87,-22.8,0.26,42.0,372.38,19.8,Strong Downtrend,1,294.73,5.49,False,319.27,-2.62,False,322.78,-3.68,False,39.0,0
CHTR,CHTR,Charter Communications,차터 커뮤니케이션스,통신·케이블,케이블 TV·인터넷 서비스,179.4,-0.41,29.1,427.25,179.4,-58.0,0.6,4.9,265.2,47.8,Downtrend,2,224.47,-20.08,False,214.18,-16.24,False,267.4,-32.91,False,40.0,0
ROST,ROST,Ross Stores Inc.,로스 스토어스,유통·소매,오프프라이스 의류·생활용품,225.14,-0.54,59.1,228.25,125.73,-1.4,0.1,34.1,229.81,2.1,Strong Uptrend,5,209.54,7.44,False,193.66,16.26,False,168.47,33.64,False,42.0,0
DXCM,DXCM,DexCom Inc.,덱스컴,의료기기,연속혈당측정기(CGM) 시스템,61.73,0.26,41.0,89.53,54.84,-31.1,0.15,29.5,86.88,40.7,Strong Downtrend,1,67.33,-8.32,False,66.45,-7.1,False,72.44,-14.78,False,37.0,0
WDAY,WDAY,Workday Inc.,워크데이,기업용 소프트웨어,클라우드 HR·재무 관리,120.13,0.31,43.3,274.71,112.5,-56.3,0.19,46.4,179.22,49.2,Strong Downtrend,0,136.22,-11.81,False,174.9,-31.32,False,206.28,-41.76,False,24.0,0
CTAS,CTAS,Cintas Corporation,신타스,기업 서비스,유니폼 렌탈·시설 관리,176.21,0.18,45.6,226.13,165.71,-22.1,0.14,37.3,212.41,20.5,Strong Downtrend,0,186.82,-5.68,False,187.12,-5.83,False,198.89,-11.4,False,33.0,0
ODFL,ODFL,Old Dominion Freight Line,올드 도미니언 프레이트,물류·운송,미국 LTL 화물 운송,219.94,-0.02,63.6,224.42,125.86,-2.0,0.21,45.4,202.62,-7.9,Strong Uptrend,5,198.5,10.8,False,176.19,24.83,False,164.28,33.88,False,35.0,0
AEP,AEP,American Electric Power,아메리칸 일렉트릭 파워,전력·유틸리티,미국 중부·남부 전력 공급,135.41,0.5,59.0,137.15,96.26,-1.3,0.13,20.3,141.38,4.4,Strong Uptrend,5,130.14,4.05,False,123.67,9.49,False,115.24,17.5,False,45.0,0
GEHC,GEHC,GE HealthCare Technologies,GE 헬스케어,의료기기,MRI·CT 등 의료 영상 장비,70.57,2.53,43.9,88.08,66.97,-19.9,0.37,15.5,90.74,28.6,Strong Downtrend,1,75.51,-6.54,False,77.98,-9.5,False,75.95,-7.08,False,47.0,0
PAYX,PAYX,Paychex Inc.,페이첵스,HR·급여 소프트웨어,중소기업 HR·급여 서비스,90.98,1.29,47.7,155.44,85.57,-41.5,0.16,20.1,100.93,10.9,Strong Downtrend,0,93.37,-2.56,False,101.84,-10.66,False,119.41,-23.81,False,20.0,0
FAST,FAST,Fastenal Company,패스트널,산업 유통,볼트·너트 등 산업 소모품 유통,45.14,1.01,47.3,49.85,38.65,-9.4,0.14,39.9,46.49,3.0,Neutral,3,45.88,-1.61,True,43.6,3.53,False,44.04,2.5,False,34.0,1
IDXX,IDXX,IDEXX Laboratories Inc.,IDEXX 래버러토리즈,동물 진단,반려동물 진단·검사 장비,574.6,1.53,47.8,766.68,432.65,-25.1,0.12,44.0,733.43,27.6,Strong Downtrend,1,602.86,-4.69,False,654.16,-12.16,False,621.1,-7.49,False,47.0,0
EXC,EXC,Exelon Corporation,엑셀론,전력·유틸리티,미국 북동부·중서부 전력 공급,47.09,0.36,44.9,50.29,41.11,-6.4,0.12,17.3,50.17,6.5,Uptrend,4,47.58,-1.03,True,45.88,2.64,False,44.62,5.54,False,43.0,1
XEL,XEL,Xcel Energy Inc.,엑셀 에너지,전력·유틸리티,미국 중부 전력·가스 공급,79.56,0.52,48.6,83.29,64.17,-4.5,0.32,23.3,91.06,14.5,Uptrend,4,79.74,-0.23,True,77.87,2.17,False,74.65,6.58,False,52.0,1
TEAM,TEAM,Atlassian Corporation,아틀라시안,협업 소프트웨어,Jira·Confluence 협업 툴,71.2,-0.49,51.6,229.83,57.15,-69.0,0.22,,147.09,106.6,Strong Downtrend,0,76.61,-7.06,False,113.86,-37.47,False,148.69,-52.12,False,31.0,0
FANG,FANG,Diamondback Energy Inc.,다이아몬드백 에너지,에너지·석유,퍼미안 분지 원유 개발·생산,197.09,1.18,61.2,202.19,126.13,-2.5,0.09,34.4,221.97,12.6,Strong Uptrend,5,181.39,8.66,False,165.33,19.21,False,152.7,29.07,False,51.0,0
BIIB,BIIB,Biogen Inc.,바이오젠,바이오·제약,알츠하이머·MS 신경계 치료제,183.65,-0.4,51.2,201.18,116.82,-8.7,0.18,20.9,212.36,15.6,Uptrend,4,185.67,-1.09,True,179.22,2.47,False,157.64,16.5,False,58.0,1
VRSK,VRSK,Verisk Analytics Inc.,버리스크 애널리틱스,데이터·분석,보험·에너지 산업 데이터 분석,180.04,1.38,46.8,318.85,164.28,-43.5,0.17,27.8,223.88,24.4,Strong Downtrend,0,189.5,-4.99,False,204.24,-11.85,False,239.99,-24.98,False,26.0,0
BKR,BKR,Baker Hughes Company,베이커 휴즈,에너지 서비스,유전 굴착·서비스·LNG 설비,68.71,-0.33,70.5,68.94,34.7,-0.3,0.48,22.0,65.0,-5.4,Strong Uptrend,5,61.0,12.64,False,54.86,25.25,False,48.7,41.09,False,8.0,0
ZS,ZS,Zscaler Inc.,지스케일러,사이버보안,제로트러스트 클라우드 보안,135.38,-0.09,46.4,336.27,118.05,-59.7,0.2,,229.45,69.5,Strong Downtrend,0,152.2,-11.05,False,200.98,-32.64,False,245.42,-44.84,False,31.0,0
NXPI,NXPI,NXP Semiconductors NV,NXP 세미컨덕터즈,반도체,자동차·IoT 반도체,234.88,-3.75,68.1,248.46,178.44,-5.5,0.48,29.5,258.84,10.2,Strong Downtrend,1,214.09,9.71,False,216.04,8.72,False,216.09,8.7,False,10.0,0
DLTR,DLTR,Dollar Tree Inc.,달러 트리,유통·소매,균일가 소매점 체인,98.64,-4.93,38.0,141.21,80.17,-30.1,0.31,16.6,124.74,26.5,Downtrend,2,113.91,-13.41,False,116.63,-15.42,False,108.78,-9.32,False,47.0,0
ON,ON,ON Semiconductor Corp.,ON 세미컨덕터,반도체,전력·전기차용 SiC 반도체,98.61,0.21,89.2,98.61,38.41,0.0,0.36,340.0,72.55,-26.4,Strong Uptrend,5,67.66,45.74,False,61.13,61.31,False,56.14,75.65,False,0.0,0
CPRT,CPRT,Copart Inc.,코파트,자동차 경매,폐차·중고차 온라인 경매 플랫폼,33.4,1.0,45.8,63.84,32.43,-47.7,0.15,21.0,42.67,27.8,Strong Downtrend,0,35.49,-5.89,False,37.72,-11.45,False,42.94,-22.22,False,34.0,0
TTWO,TTWO,Take-Two Interactive,테이크-투 인터랙티브,게임,GTA·NBA 2K 등 게임 퍼블리셔,216.11,2.54,59.7,262.29,189.69,-17.6,0.18,,277.1,28.2,Strong Downtrend,1,205.07,5.38,False,225.37,-4.11,False,232.46,-7.03,False,47.0,0
CCEP,CCEP,Coca-Cola Europacific Partners,코카콜라 유로퍼시픽,음료,코카콜라 유럽·아태 병입·유통,96.51,-1.58,49.8,110.43,84.39,-12.6,0.29,19.3,107.01,10.9,Uptrend,4,98.34,-1.86,True,94.17,2.48,False,92.18,4.7,False,62.0,1
GFS,GFS,GlobalFoundries Inc.,글로벌파운드리스,반도체 파운드리,반도체 위탁생산(파운드리),59.88,-3.09,73.1,61.79,31.62,-3.1,0.31,37.7,51.3,-14.3,Strong Uptrend,5,47.11,27.11,False,42.44,41.09,False,39.31,52.33,False,5.0,0
ILMN,ILMN,Illumina Inc.,일루미나,유전체 분석,유전자 염기서열 분석(NGS) 장비,128.3,0.33,51.0,153.95,74.53,-16.7,0.15,23.5,136.67,6.5,Neutral,3,125.53,2.21,False,129.71,-1.09,True,112.56,13.98,False,46.0,1
CDW,CDW,CDW Corporation,CDW,IT 유통·솔루션,기업용 IT 제품·솔루션 유통,134.13,-0.88,58.0,187.53,113.48,-28.5,0.1,16.6,166.2,23.9,Downtrend,2,126.34,6.17,False,132.23,1.44,True,149.97,-10.56,False,56.0,1
WBD,WBD,Warner Bros. Discovery Inc.,워너브라더스 디스커버리,미디어·엔터테인먼트,HBO·CNN·Warner Bros.,27.06,-0.04,41.0,29.98,8.37,-9.7,0.2,93.3,29.6,9.4,Neutral,3,27.67,-2.2,False,27.07,-0.04,True,20.4,32.65,False,25.0,1
DDOG,DDOG,Datadog Inc.,데이터독,클라우드 모니터링,클라우드 인프라·앱 모니터링,130.59,0.86,59.7,199.72,101.52,-34.6,0.15,421.3,176.95,35.5,Strong Downtrend,1,120.74,8.16,False,135.04,-3.3,False,136.02,-3.99,False,36.0,0
SMCI,SMCI,Super Micro Computer Inc.,슈퍼마이크로,AI 서버,AI·데이터센터용 고성능 서버,27.92,-3.99,53.2,60.71,20.53,-54.0,0.37,20.4,33.2,18.9,Strong Downtrend,0,28.64,-2.51,False,30.95,-9.79,False,39.24,-28.85,False,26.0,0
EA,EA,Electronic Arts Inc.,일렉트로닉 아츠,게임,EA Sports·FIFA·Madden,202.93,0.13,52.6,204.6,142.41,-0.8,0.21,75.7,205.62,1.3,Neutral,3,201.47,0.72,True,202.17,0.38,True,184.84,9.79,False,33.0,2
LULU,LULU,Lululemon Athletica Inc.,룰루레몬,의류·스포츠웨어,프리미엄 요가·운동복 브랜드,148.62,3.35,39.7,335.19,141.66,-55.7,0.39,11.2,182.08,22.5,Strong Downtrend,0,166.69,-10.84,False,178.31,-16.65,False,198.01,-24.94,False,23.0,0
KHC,KHC,Kraft Heinz Company,크래프트 하인즈,식품,케첩·마카로니치즈 등 포장 식품,22.05,0.5,44.3,27.72,21.21,-20.5,0.15,,24.08,9.2,Strong Downtrend,0,23.06,-4.38,False,23.4,-5.77,False,24.46,-9.85,False,14.0,0
MRNA,MRNA,Moderna Inc.,모더나,바이오·제약,mRNA 기반 백신·치료제,49.22,-2.98,42.3,57.8,22.36,-14.8,0.26,,46.1,-6.3,Uptrend,4,50.08,-1.72,True,40.82,20.58,False,34.09,44.38,False,32.0,1
SIRI,SIRI,SiriusXM Holdings Inc.,시리우스XM,위성 라디오·미디어,위성 라디오·팟캐스트 플랫폼,27.16,2.07,66.0,28.06,18.54,-3.2,0.33,12.2,26.31,-3.1,Uptrend,4,22.74,19.44,False,21.78,24.7,False,21.85,24.3,False,16.0,0
RIVN,RIVN,Rivian Automotive Inc.,리비안,전기차,전기 픽업트럭·SUV 제조,16.61,0.54,54.4,22.45,11.64,-26.0,0.24,,18.16,9.3,Neutral,3,15.54,6.89,False,16.47,0.85,True,15.08,10.15,False,43.0,1
LCID,LCID,Lucid Group Inc.,루시드 그룹,전기차,프리미엄 전기 세단 제조,6.05,-3.2,26.0,31.3,6.05,-80.7,0.46,,12.77,111.1,Strong Downtrend,0,9.49,-36.25,False,11.06,-45.3,False,16.77,-63.92,False,18.0,0
ZM,ZM,Zoom Video Communications,줌 비디오,화상회의·협업,클라우드 화상회의 플랫폼,90.85,-1.28,62.1,96.22,69.77,-5.6,0.26,14.7,97.33,7.1,Neutral,3,83.68,8.57,False,84.69,7.27,False,81.99,10.81,False,40.0,0
OKTA,OKTA,Okta Inc.,옥타,사이버보안·ID 관리,클라우드 ID·접근 관리(IAM),76.28,0.39,52.0,127.3,62.93,-40.1,0.11,58.2,100.28,31.5,Strong Downtrend,0,77.79,-1.94,True,82.53,-7.57,False,89.68,-14.94,False,30.0,1
ALGN,ALGN,Align Technology Inc.,얼라인 테크놀로지,의료기기,인비절라인 투명 치아교정기,187.77,-0.97,56.0,207.19,124.88,-9.4,0.28,33.2,206.86,10.2,Strong Uptrend,5,179.74,4.47,False,167.48,12.11,False,163.25,15.02,False,51.0,0
ENPH,ENPH,Enphase Energy Inc.,엔페이즈 에너지,태양광·에너지,마이크로인버터·가정용 에너지,34.9,-2.43,46.4,51.67,26.12,-32.5,0.19,27.1,45.5,30.4,Strong Downtrend,1,40.67,-14.19,False,36.55,-4.51,False,37.44,-6.78,False,44.0,0
NCLH,NCLH,Norwegian Cruise Line,노르웨이지안 크루즈,여행·크루즈,크루즈 여행 운항,18.31,-1.08,40.5,26.94,16.03,-32.0,0.24,19.9,24.66,34.7,Strong Downtrend,1,20.99,-12.77,False,20.84,-12.14,False,21.7,-15.62,False,41.0,0
MTCH,MTCH,Match Group Inc.,매치 그룹,소셜·데이팅,틴더·OkCupid 등 데이팅 앱,37.04,0.79,72.1,38.09,26.55,-2.8,0.11,15.6,36.24,-2.2,Neutral,3,31.71,16.81,False,31.93,16.0,False,32.51,13.93,False,0.0,0
PCVX,PCVX,Vaxcyte Inc.,박스사이트,바이오·제약,폐렴구균 백신 개발,60.39,1.51,53.2,63.04,29.0,-4.2,0.17,,109.0,80.5,Strong Uptrend,5,57.99,4.14,False,52.39,15.27,False,43.73,38.1,False,65.0,0
EXPE,EXPE,Expedia Group Inc.,익스피디아,여행·OTA,온라인 여행 예약 플랫폼,250.41,-0.41,53.0,300.66,155.39,-16.7,0.1,25.5,283.53,13.2,Neutral,3,233.48,7.25,False,251.2,-0.31,True,222.64,12.47,False,52.0,1
FWONK,FWONK,Formula One Group,포뮬러 원 그룹,스포츠·미디어,F1 레이싱 미디어 권리,88.92,0.36,54.7,108.33,81.42,-17.9,0.25,38.5,114.06,28.3,Strong Downtrend,1,86.69,2.57,False,90.73,-1.99,True,95.67,-7.06,False,51.0,1
ARM,ARM,Arm Holdings plc,ARM 홀딩스,반도체 IP,모바일·IoT 프로세서 아키텍처,213.73,-8.98,71.6,234.81,104.55,-9.0,0.94,285.0,169.59,-20.7,Neutral,3,138.81,53.97,False,132.9,60.82,False,140.21,52.44,False,-12.0,0
APP,APP,Applovin Corporation,앱러빈,모바일 광고·AI,AI 기반 모바일 광고 플랫폼,455.98,1.72,53.2,733.6,269.31,-37.8,0.22,45.4,639.36,40.2,Downtrend,2,434.77,4.88,False,529.21,-13.84,False,497.37,-8.32,False,47.0,0
